ensembl_gene_id,likelihood,treelength,p0,b0,f0,p1,b1,f1,p2,b2,f2,p3,b3,f3,FDR,p2a_2b
ENSSHAG00000010858,-5324.28356,4.0314,0.68908,0.11498,0.11498,0.26759,1,1,0.03121,0.11498,69.14899,0.01212,1,69.14899,0.00854837217191566,0.04333
ENSSHAG00000010861,-9827.246095,16.30305,0.55558,0.09543,0.09543,0.30614,1,1,0.08915,0.09543,65.54082,0.04913,1,65.54082,8.0219865327906e-16,0.13828
ENSSHAG00000010872,-2685.811914,50.69179,0.82041,0.12305,0.12305,0.09118,1,1,0.07957,0.12305,999,0.00884,1,999,3.04787539955545e-05,0.08841
ENSSHAG00000010887,-9892.435983,3.34937,0.88553,0,0,0.10366,1,1,0.00967,0,998.9992,0.00113,1,998.9992,1.69141914753424e-09,0.0108
ENSSHAG00000010907,-2189.260897,1.70459,0.90867,0,0,0.04552,1,1,0.04363,0,117.41243,0.00219,1,117.41243,6.05293286912767e-11,0.04582
ENSSHAG00000010925,-2187.388838,51.51757,0.84592,0.02719,0.02719,0.14616,1,1,0.00675,0.02719,998.99998,0.00117,1,998.99998,0.0026571554296379,0.00792
ENSSHAG00000010932,-2123.050759,50.63178,0.97845,0.02232,0.02232,0,1,1,0.02155,0.02232,64.19401,0,1,64.19401,4.81534827126372e-06,0.02155
ENSSHAG00000010933,-6016.947662,54.93999,0.93953,0.0211,0.0211,0.02952,1,1,0.03001,0.0211,186.89038,0.00094,1,186.89038,4.2398951563581e-08,0.03095
ENSSHAG00000010935,-1446.779781,4.58048,0.98077,0.08853,0.08853,0,1,1,0.01923,0.08853,999,0,1,999,1.36504721828841e-05,0.01923
ENSSHAG00000010941,-2782.458104,50.40432,0.95703,0.01818,0.01818,0.03364,1,1,0.00902,0.01818,225.51773,0.00032,1,225.51773,1.42756982070844e-07,0.00934
ENSSHAG00000010951,-4234.08519,53.44333,0.90758,0.01763,0.01763,0.07591,1,1,0.01524,0.01763,999,0.00127,1,999,1.50616280513548e-08,0.01651
ENSSHAG00000010952,-2227.263525,26.15998,0.78132,0.05941,0.05941,0.08378,1,1,0.12183,0.05941,27.13698,0.01306,1,27.13698,0.000248730013196047,0.13489
ENSSHAG00000010979,-3692.481482,10.78346,0.49798,0.07782,0.07782,0.43964,1,1,0.03313,0.07782,998.9986,0.02925,1,998.9986,2.36951435676806e-12,0.06238
ENSSHAG00000010980,-2440.991665,12.34082,0.81654,0.15699,0.15699,0.02357,1,1,0.15541,0.15699,11.98577,0.00449,1,11.98577,7.6907716263186e-05,0.1599
ENSSHAG00000010981,-2978.031742,21.26088,0.96102,0.08208,0.08208,0,1,1,0.03898,0.08208,539.95386,0,1,539.95386,0.0219787150614084,0.03898
ENSSHAG00000010983,-6478.845655,4.35206,0.84948,0.00345,0.00345,0.12752,1,1,0.02,0.00345,998.9996,0.003,1,998.9996,1.2886900622404e-15,0.023
ENSSHAG00000010995,-1260.215281,1.20641,0.98414,0.1295,0.1295,0,1,1,0.01586,0.1295,999,0,1,999,9.25002336767782e-05,0.01586
ENSSHAG00000011000,-9416.22272,19.00056,0.87154,0.00777,0.00777,0.07225,1,1,0.05191,0.00777,879.88697,0.0043,1,879.88697,6.37550293961106e-28,0.05621
ENSSHAG00000011012,-2133.078407,1.61193,0.71575,0,0,0.25546,1,1,0.02122,0,298.03624,0.00757,1,298.03624,0.000107206065489042,0.02879
ENSSHAG00000011021,-4280.340388,48.63863,0.90716,0.02935,0.02935,0.07002,1,1,0.02119,0.02935,524.30019,0.00164,1,524.30019,8.96954247873064e-05,0.02283
ENSSHAG00000011024,-8174.689925,63.11202,0.79996,0.01453,0.01453,0.16848,1,1,0.02607,0.01453,779.70653,0.00549,1,779.70653,8.62882058699868e-05,0.03156
ENSSHAG00000011028,-14787.865033,21.20532,0.76992,0.11318,0.11318,0.15797,1,1,0.05983,0.11318,600.22103,0.01228,1,600.22103,4.75037697056298e-67,0.07211
ENSSHAG00000011031,-7951.620611,1.23384,0.97079,0.0127,0.0127,0,1,1,0.02921,0.0127,82.26385,0,1,82.26385,2.41320612371482e-22,0.02921
ENSSHAG00000011047,-5328.693045,1.58372,0.92327,0.07548,0.07548,0.03035,1,1,0.0449,0.07548,87.26408,0.00148,1,87.26408,2.89477937430631e-15,0.04638
ENSSHAG00000011055,-2491.11553,5.01218,0.69285,0.01867,0.01867,0.23842,1,1,0.05113,0.01867,999,0.0176,1,999,2.23561808386628e-20,0.06873
ENSSHAG00000011074,-1691.513977,11.0038,0.94894,0.01107,0.01107,0,1,1,0.05106,0.01107,939.59983,0,1,939.59983,3.25716991267119e-05,0.05106
ENSSHAG00000011079,-9767.332186,2.03746,0.76386,0.13953,0.13953,0.22729,1,1,0.00682,0.13953,170.83544,0.00203,1,170.83544,0.0205819061225429,0.00885
ENSSHAG00000011083,-3362.900731,0.84684,0.68103,0,0,0.29228,1,1,0.01867,0,12.98774,0.00801,1,12.98774,0.0259739246813977,0.02668
ENSSHAG00000011090,-3014.712479,1.18573,0.93738,0.02638,0.02638,0.05567,1,1,0.00656,0.02638,312.85717,0.00039,1,312.85717,0.00539258293969362,0.00695
ENSSHAG00000011098,-3914.247081,1.98142,0.73758,0.00473,0.00473,0.23428,1,1,0.02136,0.00473,214.66224,0.00678,1,214.66224,8.40229875521167e-12,0.02814
ENSSHAG00000011123,-3332.162152,50.87564,0.65406,0.02919,0.02919,0.2876,1,1,0.04052,0.02919,11.92095,0.01782,1,11.92095,0.01132538924523,0.05834
ENSSHAG00000011124,-5827.772638,100.36494,0.68739,0.00951,0.00951,0.09774,1,1,0.18813,0.00951,634.05889,0.02675,1,634.05889,1.84391996074429e-25,0.21488
ENSSHAG00000011127,-1712.039071,45.83718,0.81084,0.11154,0.11154,0.06082,1,1,0.11938,0.11154,788.93999,0.00895,1,788.93999,9.8226671095858e-10,0.12833
ENSSHAG00000011133,-4749.330226,71.20051,0.82065,0.02234,0.02234,0.03329,1,1,0.14037,0.02234,447.56669,0.00569,1,447.56669,1.67906465093089e-32,0.14606
ENSSHAG00000011141,-4149.47674,8.92466,0.9198,0.34779,0.34779,0,1,1,0.0802,0.34779,999,0,1,999,8.64906187559114e-40,0.0802
ENSSHAG00000011157,-3843.245263,4.97288,0.73606,0.08713,0.08713,0.24562,1,1,0.01373,0.08713,998.99826,0.00458,1,998.99826,1.21511929391427e-07,0.01831
ENSSHAG00000011167,-2189.016477,0.79603,0.7116,0,0,0.26754,1,1,0.01516,0,101.85346,0.0057,1,101.85346,5.53322245186047e-05,0.02086
ENSSHAG00000011170,-2979.572667,67.81603,0.68738,0.05798,0.05798,0.05373,1,1,0.24011,0.05798,380.07323,0.01877,1,380.07323,5.15403286298658e-11,0.25888
ENSSHAG00000011179,-6568.706422,1.72702,0.82894,0.04073,0.04073,0.12696,1,1,0.03824,0.04073,41.72324,0.00586,1,41.72324,3.76543366664755e-14,0.0441
ENSSHAG00000011181,-19988.922901,12.73973,0.71415,0.02614,0.02614,0.24849,1,1,0.02771,0.02614,998.99278,0.00964,1,998.99278,1.18213043624104e-38,0.03735
ENSSHAG00000011185,-10912.614061,8.58373,0.86652,0.05883,0.05883,0.11992,1,1,0.01191,0.05883,998.9955,0.00165,1,998.9955,0.000143116757447896,0.01356
ENSSHAG00000011193,-2585.654806,26.75294,0.94877,0.07108,0.07108,0.03003,1,1,0.02055,0.07108,356.65262,0.00065,1,356.65262,0.00104072955054851,0.0212
ENSSHAG00000011195,-2035.427344,4.6117,0.7902,0.02034,0.02034,0.04333,1,1,0.15781,0.02034,160.23335,0.00865,1,160.23335,1.20221277538119e-24,0.16646
ENSSHAG00000011196,-3602.946157,46.98277,0.94655,0.02581,0.02581,0,1,1,0.05345,0.02581,263.49536,0,1,263.49536,8.94997560520442e-11,0.05345
ENSSHAG00000011197,-1958.087009,7.14225,0.96314,0.30513,0.30513,0,1,1,0.03686,0.30513,171.87313,0,1,171.87313,0.000460739499988241,0.03686
ENSSHAG00000011201,-10548.912697,43.90584,0.87364,0.04327,0.04327,0.04647,1,1,0.07585,0.04327,694.18322,0.00403,1,694.18322,8.14968868647468e-32,0.07988
ENSSHAG00000011202,-6614.584642,0.63072,0.92051,0,0,0.0747,1,1,0.00443,0,267.15372,0.00036,1,267.15372,0.000660429330708467,0.00479
ENSSHAG00000011203,-5126.864532,0.78603,0.93394,0,0,0.06094,1,1,0.00481,0,57.7779,0.00031,1,57.7779,0.0263902474033125,0.00512
ENSSHAG00000011213,-6269.500052,4.87315,0.92169,0.03819,0.03819,0,1,1,0.07831,0.03819,206.01175,0,1,206.01175,6.80338941090171e-50,0.07831
ENSSHAG00000011214,-12399.047011,60.40466,0.90792,0.01211,0.01211,0.03739,1,1,0.05252,0.01211,768.94001,0.00216,1,768.94001,2.66789892889428e-64,0.05468
ENSSHAG00000011222,-7235.027976,9.52882,0.67764,0.03976,0.03976,0.29506,1,1,0.01902,0.03976,999,0.00828,1,999,5.37806815435397e-08,0.0273
ENSSHAG00000011227,-4636.642627,0.44957,0.96089,0.01884,0.01884,0.03221,1,1,0.00668,0.01884,19.00849,0.00022,1,19.00849,0.0397979628009517,0.0069
ENSSHAG00000011237,-2173.348984,1.3952,0.71684,0.19558,0.19558,0.25272,1,1,0.02251,0.19558,25.36759,0.00793,1,25.36759,0.0156969439947211,0.03044
ENSSHAG00000011244,-7896.618277,52.58587,0.9883,0.0146,0.0146,0,1,1,0.0117,0.0146,432.25488,0,1,432.25488,5.37998054671407e-08,0.0117
ENSSHAG00000011252,-2680.370861,5.16972,0.80603,0.03284,0.03284,0.11757,1,1,0.06668,0.03284,152.08015,0.00973,1,152.08015,2.90625274924083e-12,0.07641
ENSSHAG00000011259,-7275.876724,58.03789,0.79974,0.01563,0.01563,0.1774,1,1,0.01871,0.01563,999,0.00415,1,999,8.35902593259815e-08,0.02286
ENSSHAG00000011272,-2894.3731,22.13807,0.52342,0,0,0.35468,1,1,0.07266,0,999,0.04924,1,999,4.52326502523651e-12,0.1219
ENSSHAG00000011276,-4784.300933,4.2808,0.93435,0,0,0.04069,1,1,0.02392,0,530.61961,0.00104,1,530.61961,6.24549984820763e-12,0.02496
ENSSHAG00000011280,-3506.101293,2.33782,0.54916,0.02183,0.02183,0.40164,1,1,0.02842,0.02183,47.06712,0.02079,1,47.06712,0.0335231412124397,0.04921
ENSSHAG00000011285,-4583.365401,25.14183,0.95896,0.03924,0.03924,0.00826,1,1,0.0325,0.03924,633.67692,0.00028,1,633.67692,6.53898822444868e-17,0.03278
ENSSHAG00000011294,-2788.70856,26.80428,0.68522,0.0865,0.0865,0.22144,1,1,0.07054,0.0865,999,0.0228,1,999,1.84428494862396e-11,0.09334
ENSSHAG00000011297,-19566.556206,16.90685,0.64295,0.05862,0.05862,0.3073,1,1,0.03366,0.05862,789.62424,0.01609,1,789.62424,2.27460428036594e-53,0.04975
ENSSHAG00000011300,-1830.364096,39.95376,0.85019,0.13301,0.13301,0,1,1,0.14981,0.13301,517.07274,0,1,517.07274,4.72832823161315e-06,0.14981
ENSSHAG00000011301,-4193.346523,15.53774,0.72288,0.02491,0.02491,0.23937,1,1,0.02836,0.02491,999,0.00939,1,999,4.36944595500941e-09,0.03775
ENSSHAG00000011306,-14320.911539,22.47906,0.86412,0.04369,0.04369,0.0748,1,1,0.05622,0.04369,999,0.00487,1,999,6.66944948630504e-44,0.06109
ENSSHAG00000011309,-4891.699985,53.21571,0.69667,0.01713,0.01713,0.27259,1,1,0.0221,0.01713,405.72292,0.00865,1,405.72292,1.14214637791852e-13,0.03075
ENSSHAG00000011313,-9570.851773,1.16455,0.75608,0.08369,0.08369,0.22654,1,1,0.01338,0.08369,87.55809,0.00401,1,87.55809,8.86740556001555e-10,0.01739
ENSSHAG00000011335,-10953.820759,11.74314,0.80799,0.09748,0.09748,0.17395,1,1,0.01486,0.09748,6.22894,0.0032,1,6.22894,0.0389030680452624,0.01806
ENSSHAG00000011352,-5349.469295,34.3212,0.74648,0.03371,0.03371,0.17129,1,1,0.06689,0.03371,659.56133,0.01535,1,659.56133,1.5699237177292e-16,0.08224
ENSSHAG00000011358,-7897.474653,18.95871,0.85153,0.01881,0.01881,0.11655,1,1,0.02808,0.01881,998.9954,0.00384,1,998.9954,2.81310466554207e-12,0.03192
ENSSHAG00000011367,-12908.923105,4.28814,0.54661,0.2655,0.2655,0.432,1,1,0.01195,0.2655,479.21454,0.00944,1,479.21454,6.78945819043328e-09,0.02139
ENSSHAG00000011368,-1283.751465,1.46,0.63043,0.04759,0.04759,0.29922,1,1,0.0477,0.04759,26.88879,0.02264,1,26.88879,0.000209064877467145,0.07034
ENSSHAG00000011372,-2249.04148,12.20478,0.9006,0.14083,0.14083,0,1,1,0.0994,0.14083,38.3471,0,1,38.3471,1.3543751324528e-07,0.0994
ENSSHAG00000011378,-5143.981089,1.24523,0.66859,0.01642,0.01642,0.3182,1,1,0.00895,0.01642,17.98113,0.00426,1,17.98113,0.0395400961219155,0.01321
ENSSHAG00000011388,-3673.65658,61.65047,0.74141,0.08887,0.08887,0.12002,1,1,0.11926,0.08887,571.63286,0.01931,1,571.63286,4.47535346457712e-13,0.13857
ENSSHAG00000011408,-8898.511027,46.25989,0.8789,0.05629,0.05629,0.09,1,1,0.02821,0.05629,998.99898,0.00289,1,998.99898,6.40402700512306e-09,0.0311
ENSSHAG00000011411,-5976.108394,19.73182,0.8981,0.08263,0.08263,0.0887,1,1,0.01201,0.08263,338.08174,0.00119,1,338.08174,3.50079629315266e-08,0.0132
ENSSHAG00000011420,-2758.305899,46.31268,0.7179,0.03943,0.03943,0,1,1,0.2821,0.03943,55.51282,0,1,55.51282,3.38428041088575e-13,0.2821
ENSSHAG00000011423,-3894.84484,1.3536,0.93421,0.0292,0.0292,0.04387,1,1,0.02094,0.0292,20.4905,0.00098,1,20.4905,0.000275517316273285,0.02192
ENSSHAG00000011427,-3216.445159,1.72589,0.93589,0.00575,0.00575,0,1,1,0.06411,0.00575,87.08919,0,1,87.08919,4.42640514449447e-22,0.06411
ENSSHAG00000011431,-4734.386992,10.31831,0.51841,0.13924,0.13924,0.45506,1,1,0.01412,0.13924,26.78307,0.0124,1,26.78307,0.00351042275436773,0.02652
ENSSHAG00000011442,-6481.88251,2.34139,0.57076,0,0,0.39143,1,1,0.02243,0,220.14012,0.01538,1,220.14012,0.000112773326867481,0.03781
ENSSHAG00000011443,-4476.967559,1.2583,0.61088,0.09269,0.09269,0.31588,1,1,0.04828,0.09269,6.66822,0.02496,1,6.66822,0.0424945170829328,0.07324
ENSSHAG00000011458,-1961.09594,51.81353,0.62525,0.02481,0.02481,0.30928,1,1,0.0438,0.02481,135.11803,0.02167,1,135.11803,1.19026943763666e-06,0.06547
ENSSHAG00000011464,-8286.99497,42.04104,0.80707,0.02679,0.02679,0.17276,1,1,0.01662,0.02679,999,0.00356,1,999,2.15592290935003e-09,0.02018
ENSSHAG00000011470,-21490.157712,2.43485,0.83546,0.02932,0.02932,0.12429,1,1,0.03504,0.02932,192.35124,0.00521,1,192.35124,1.47235522934193e-11,0.04025
ENSSHAG00000011474,-2279.886031,1.29186,0.94476,0.01625,0.01625,0,1,1,0.05524,0.01625,141.06877,0,1,141.06877,5.11439581428416e-15,0.05524
ENSSHAG00000011476,-3463.649496,70.95283,0.70354,0.03024,0.03024,0.12169,1,1,0.149,0.03024,213.00057,0.02577,1,213.00057,3.17534275931648e-09,0.17477
ENSSHAG00000011484,-7662.860524,54.69173,0.77023,0.03473,0.03473,0.16339,1,1,0.05476,0.03473,334.21519,0.01162,1,334.21519,5.32324077746262e-08,0.06638
ENSSHAG00000011485,-6686.735069,4.01029,0.87387,0.07871,0.07871,0.11451,1,1,0.01027,0.07871,998.99663,0.00135,1,998.99663,9.5117955298632e-06,0.01162
ENSSHAG00000011492,-8989.167913,7.51975,0.8407,0.18264,0.18264,0.11844,1,1,0.03582,0.18264,999,0.00505,1,999,3.78726891209085e-46,0.04087
ENSSHAG00000011495,-9544.309671,1.53101,0.84046,0.13768,0.13768,0.12719,1,1,0.0281,0.13768,68.69491,0.00425,1,68.69491,2.02667185361761e-17,0.03235
ENSSHAG00000011502,-3396.397754,50.46406,0.98499,0.02058,0.02058,0,1,1,0.01501,0.02058,78.93359,0,1,78.93359,0.00011001830947366,0.01501
ENSSHAG00000011511,-669.923938,3.44346,0.89291,0,0,0,1,1,0.10709,0,114.67594,0,1,114.67594,2.77575143717933e-05,0.10709
ENSSHAG00000011515,-7536.280649,28.06124,0.856,0.04475,0.04475,0.11031,1,1,0.02984,0.04475,425.65476,0.00385,1,425.65476,6.50092401167086e-16,0.03369
ENSSHAG00000011530,-17792.215682,6.05161,0.90573,0.023,0.023,0.08075,1,1,0.01242,0.023,999,0.00111,1,999,7.43429208101007e-22,0.01353
ENSSHAG00000011547,-9232.191799,28.42892,0.67339,0.0675,0.0675,0.26947,1,1,0.04081,0.0675,998.97204,0.01633,1,998.97204,7.59240958099849e-12,0.05714
ENSSHAG00000011553,-10296.734938,54.89831,0.79144,0.01923,0.01923,0.19189,1,1,0.01342,0.01923,998.99968,0.00325,1,998.99968,8.54411850316256e-11,0.01667
ENSSHAG00000011565,-4286.22255,2.12196,0.71215,0.11927,0.11927,0.26828,1,1,0.01421,0.11927,134.19277,0.00535,1,134.19277,0.00175392078960839,0.01956
ENSSHAG00000011567,-4110.687858,52.14302,0.86219,0.02247,0.02247,0.07126,1,1,0.06148,0.02247,91.24935,0.00508,1,91.24935,2.33955349411982e-19,0.06656
ENSSHAG00000011580,-9876.409607,46.83978,0.69067,0.02859,0.02859,0.17765,1,1,0.10474,0.02859,473.21196,0.02694,1,473.21196,2.55627614899141e-29,0.13168
ENSSHAG00000011584,-3759.475054,55.94377,0.85008,0.02815,0.02815,0.08618,1,1,0.05787,0.02815,853.95524,0.00587,1,853.95524,1.47819018450995e-15,0.06374
ENSSHAG00000011585,-2346.576425,2.05534,0.72241,0.0091,0.0091,0.21804,1,1,0.04574,0.0091,164.2903,0.01381,1,164.2903,8.68271069706179e-10,0.05955
ENSSHAG00000011600,-8054.124336,9.99455,0.91636,0.01311,0.01311,0.06743,1,1,0.0151,0.01311,999,0.00111,1,999,1.20677885253232e-10,0.01621
ENSSHAG00000011601,-1663.173243,1.45722,0.66188,0.16404,0.16404,0.24817,1,1,0.06542,0.16404,40.28083,0.02453,1,40.28083,4.41751269530751e-06,0.08995
ENSSHAG00000011604,-5988.246003,5.38119,0.84661,0.02797,0.02797,0.12738,1,1,0.02261,0.02797,711.98704,0.0034,1,711.98704,1.82763497911989e-16,0.02601
ENSSHAG00000011605,-2871.630754,4.41654,0.94329,0.05191,0.05191,0.04577,1,1,0.01043,0.05191,998.99836,0.00051,1,998.99836,0.000381407537093974,0.01094
ENSSHAG00000011607,-18021.760555,7.02947,0.73349,0.01277,0.01277,0.23043,1,1,0.02746,0.01277,998.99945,0.00863,1,998.99945,1.114946055283e-34,0.03609
ENSSHAG00000011609,-7610.528198,38.23661,0.90523,0.02762,0.02762,0.05925,1,1,0.03334,0.02762,124.36961,0.00218,1,124.36961,5.85279639503288e-14,0.03552
ENSSHAG00000011612,-5154.271358,16.97366,0.57729,0.1264,0.1264,0.35795,1,1,0.03997,0.1264,492.58932,0.02479,1,492.58932,2.33976072939409e-07,0.06476
ENSSHAG00000011615,-1443.867534,32.4047,0.98488,0.06798,0.06798,0,1,1,0.01512,0.06798,502.09022,0,1,502.09022,0.0482438367644838,0.01512
ENSSHAG00000011625,-7318.98385,21.65975,0.8526,0.01162,0.01162,0.11814,1,1,0.0257,0.01162,998.98103,0.00356,1,998.98103,1.4539323642039e-05,0.02926
ENSSHAG00000011631,-3135.975807,1.00219,0.90931,0.01962,0.01962,0.05633,1,1,0.03236,0.01962,18.83262,0.002,1,18.83262,1.28231059791027e-07,0.03436
ENSSHAG00000011634,-4222.224894,1.24246,0.90102,0,0,0.09093,1,1,0.00731,0,998.9998,0.00074,1,998.9998,4.96765199375603e-06,0.00805
ENSSHAG00000011644,-2646.018828,59.75269,0.84223,0.02707,0.02707,0.09768,1,1,0.05385,0.02707,760.59596,0.00624,1,760.59596,6.83719591609268e-13,0.06009
ENSSHAG00000011645,-3427.000449,60.73282,0.95985,0.04022,0.04022,0,1,1,0.04015,0.04022,447.38241,0,1,447.38241,1.37264589794186e-05,0.04015
ENSSHAG00000011651,-1878.979817,5.67528,0.73468,0.06886,0.06886,0.2258,1,1,0.03023,0.06886,999,0.00929,1,999,9.08657260596522e-08,0.03952
ENSSHAG00000011663,-11637.033151,75.27622,0.64212,0.04778,0.04778,0.17292,1,1,0.14572,0.04778,293.62407,0.03924,1,293.62407,1.68549254720345e-37,0.18496
ENSSHAG00000011667,-3465.847588,56.90045,0.69414,0.02556,0.02556,0.27525,1,1,0.02192,0.02556,656.80622,0.00869,1,656.80622,0.0171634503688496,0.03061
ENSSHAG00000011688,-3112.667425,3.3346,0.95735,0.06092,0.06092,0,1,1,0.04265,0.06092,161.64424,0,1,161.64424,8.38440893931182e-09,0.04265
ENSSHAG00000011695,-4662.037663,52.40671,0.76664,0.02324,0.02324,0.11531,1,1,0.10261,0.02324,106.53061,0.01543,1,106.53061,8.26770341074202e-24,0.11804
ENSSHAG00000011697,-14945.805775,61.6216,0.8499,0.01101,0.01101,0.10334,1,1,0.04169,0.01101,738.79363,0.00507,1,738.79363,1.1308023768792e-47,0.04676
ENSSHAG00000011724,-1362.446694,36.77929,0.77844,0.0177,0.0177,0.11657,1,1,0.09131,0.0177,982.53136,0.01367,1,982.53136,1.22472973273448e-08,0.10498
ENSSHAG00000011733,-3482.916731,26.62987,0.89974,0.07113,0.07113,0,1,1,0.10026,0.07113,267.03577,0,1,267.03577,9.63406146634795e-15,0.10026
ENSSHAG00000011747,-8363.446967,38.4753,0.71385,0.00764,0.00764,0.10931,1,1,0.15336,0.00764,757.06689,0.02348,1,757.06689,2.33212851594633e-64,0.17684
ENSSHAG00000011749,-6862.736288,14.0968,0.67319,0,0,0.26086,1,1,0.04753,0,999,0.01842,1,999,1.30705749180895e-16,0.06595
ENSSHAG00000011759,-2665.371329,48.24643,0.81,0.03872,0.03872,0.11809,1,1,0.06276,0.03872,998.9678,0.00915,1,998.9678,6.09259030432413e-08,0.07191
ENSSHAG00000011762,-7237.932945,1.52411,0.74855,0.04134,0.04134,0.19923,1,1,0.04125,0.04134,17.57558,0.01098,1,17.57558,0.00424858955367272,0.05223
ENSSHAG00000011770,-14748.561482,8.25103,0.65069,0.08812,0.08812,0.33875,1,1,0.00694,0.08812,74.62756,0.00361,1,74.62756,0.00414439501045812,0.01055
ENSSHAG00000011784,-10521.036342,16.62382,0.60806,0,0,0.32481,1,1,0.04375,0,647.47662,0.02337,1,647.47662,1.29113881386581e-35,0.06712
ENSSHAG00000011786,-2103.277576,9.70676,0.6283,0,0,0.31828,1,1,0.03546,0,905.94232,0.01796,1,905.94232,9.86367055233503e-11,0.05342
ENSSHAG00000011787,-5374.460312,50.93251,0.53341,0.04537,0.04537,0.14974,1,1,0.2474,0.04537,127.60104,0.06945,1,127.60104,3.82814765894272e-13,0.31685
ENSSHAG00000011805,-5758.589451,54.38543,0.98981,0.0124,0.0124,0,1,1,0.01019,0.0124,803.27175,0,1,803.27175,1.79566889664358e-07,0.01019
ENSSHAG00000011807,-3174.910447,27.30831,0.75956,0.00572,0.00572,0.17419,1,1,0.05388,0.00572,998.92819,0.01236,1,998.92819,6.68340886741577e-11,0.06624
ENSSHAG00000011820,-10320.294951,27.10644,0.92666,0.03677,0.03677,0.05032,1,1,0.02183,0.03677,762.08712,0.00119,1,762.08712,1.83971180330576e-16,0.02302
ENSSHAG00000011823,-11292.454104,70.00766,0.78878,0.02807,0.02807,0.02646,1,1,0.17876,0.02807,330.99244,0.006,1,330.99244,2.34091081273152e-51,0.18476
ENSSHAG00000011825,-2736.154596,57.20987,0.69744,0.05171,0.05171,0.17093,1,1,0.10572,0.05171,156.21807,0.02591,1,156.21807,1.80317486181107e-09,0.13163
ENSSHAG00000011841,-14335.117606,2.27907,0.55679,0.13457,0.13457,0.42973,1,1,0.00761,0.13457,156.57454,0.00587,1,156.57454,9.78867585132704e-05,0.01348
ENSSHAG00000011862,-5160.800013,13.36532,0.9543,0.06039,0.06039,0.02418,1,1,0.02099,0.06039,998.99012,0.00053,1,998.99012,0.00136298320614686,0.02152
ENSSHAG00000011869,-7878.015651,34.3633,0.84822,0.06199,0.06199,0.13003,1,1,0.01886,0.06199,741.8222,0.00289,1,741.8222,0.00423006880216819,0.02175
ENSSHAG00000011885,-1613.26145,52.59485,0.68565,0.02692,0.02692,0.24756,1,1,0.04907,0.02692,164.68917,0.01772,1,164.68917,3.72661507271965e-06,0.06679
ENSSHAG00000011889,-10259.707407,0.73466,0.92656,0.02845,0.02845,0.07178,1,1,0.00155,0.02845,289.16752,0.00012,1,289.16752,0.012498127382013,0.00167
ENSSHAG00000011901,-8257.025341,15.14163,0.67379,0.0192,0.0192,0.21946,1,1,0.08052,0.0192,636.95079,0.02623,1,636.95079,9.6487060826813e-64,0.10675
ENSSHAG00000011915,-1855.192385,25.05282,0.94236,0.1209,0.1209,0,1,1,0.05764,0.1209,998.9994,0,1,998.9994,1.49743566104332e-07,0.05764
ENSSHAG00000011916,-15739.778832,2.52083,0.83135,0.04859,0.04859,0.16262,1,1,0.00504,0.04859,998.99937,0.00099,1,998.99937,0.00015029082218067,0.00603
ENSSHAG00000011919,-3624.524216,14.43027,0.54809,0.02078,0.02078,0.40676,1,1,0.02592,0.02078,998.97991,0.01923,1,998.97991,3.81322024070811e-05,0.04515
ENSSHAG00000011921,-2757.356863,38.70391,0.63475,0.08866,0.08866,0.29595,1,1,0.04726,0.08866,317.5304,0.02204,1,317.5304,0.00486965562335678,0.0693
ENSSHAG00000011939,-5292.775426,45.80458,0.85069,0,0,0.01359,1,1,0.13358,0,987.40017,0.00213,1,987.40017,5.68926370785726e-32,0.13571
ENSSHAG00000011947,-2880.511126,17.1085,0.97921,0.08234,0.08234,0,1,1,0.02079,0.08234,9.76183,0,1,9.76183,0.0122011254332967,0.02079
ENSSHAG00000011951,-3709.837671,64.86248,0.90113,0.08831,0.08831,0,1,1,0.09887,0.08831,998.99422,0,1,998.99422,0.000703084908521725,0.09887
ENSSHAG00000011954,-1264.640442,48.85276,0.79507,0.02944,0.02944,0.18894,1,1,0.01292,0.02944,85.82876,0.00307,1,85.82876,0.0498769459720167,0.01599
ENSSHAG00000011961,-1862.193093,31.91721,0.68929,0.09652,0.09652,0,1,1,0.31071,0.09652,61.37264,0,1,61.37264,0.000166361409727095,0.31071
ENSSHAG00000011964,-3648.118548,55.66473,0.968,0.02969,0.02969,0.00745,1,1,0.02436,0.02969,999,0.00019,1,999,5.09107524330642e-11,0.02455
ENSSHAG00000011972,-6117.575674,1.9525,0.85089,0.00368,0.00368,0.07544,1,1,0.06767,0.00368,53.75685,0.006,1,53.75685,6.61741717794859e-33,0.07367
ENSSHAG00000011974,-1297.531985,15.65003,0.69489,0,0,0.2409,1,1,0.04768,0,999,0.01653,1,999,3.1569957928274e-06,0.06421
ENSSHAG00000011976,-6367.136576,13.32046,0.47399,0.0558,0.0558,0.4983,1,1,0.01351,0.0558,134.81896,0.0142,1,134.81896,7.86568518960537e-10,0.02771
ENSSHAG00000011981,-4177.698245,14.18723,0.82,0,0,0.09482,1,1,0.07634,0,999,0.00883,1,999,3.10654363350355e-42,0.08517
ENSSHAG00000011983,-4335.439435,50.82051,0.63229,0.02586,0.02586,0.35123,1,1,0.0106,0.02586,141.11552,0.00589,1,141.11552,1.83950512662814e-06,0.01649
ENSSHAG00000011994,-4915.716973,6.31314,0.69482,0,0,0.26565,1,1,0.0286,0,789.57626,0.01093,1,789.57626,3.76068594770405e-19,0.03953
