gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000004961	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VR74]	1	1
ENSSHAG00000018627	1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:4385]	0	1
ENSSHAG00000011965	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEY3]	1	1
ENSSHAG00000002699	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIP2]	0	1
ENSSHAG00000002344	2	cytochrome P450, family 2, subfamily B, polypeptide 6 [Source:HGNC Symbol;Acc:HGNC:2615]	1	1
ENSSHAG00000002341	2	formin binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:20851]	1	1
ENSSHAG00000002342	2	ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]	1	1
ENSSHAG00000007928	2	GID complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28453]	1	1
ENSSHAG00000005645	2	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]	1	1
ENSSHAG00000007922	1	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	0	1
ENSSHAG00000007921	1	coiled-coil domain containing 182 [Source:HGNC Symbol;Acc:HGNC:49392]	0	1
ENSSHAG00000007927	2	KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]	1	1
ENSSHAG00000007924	2	ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422]	1	1
ENSSHAG00000007826	2	tigger transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:18335]	1	1
ENSSHAG00000007822	2	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]	1	1
ENSSHAG00000007820	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W0S7]	1	1
ENSSHAG00000006198	2	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]	1	1
ENSSHAG00000006195	2	ATPase, Ca++ transporting, type 2C, member 1 [Source:HGNC Symbol;Acc:HGNC:13211]	1	1
ENSSHAG00000006194	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVC3]	1	1
ENSSHAG00000006197	2	Dexi homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:13267]	1	1
ENSSHAG00000006196	2	tubulin tyrosine ligase-like family, member 8 [Source:HGNC Symbol;Acc:HGNC:34000]	1	1
ENSSHAG00000006191	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVC0]	1	1
ENSSHAG00000006193	2	dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087]	1	1
ENSSHAG00000002520	2	ubiquitin-conjugating enzyme E2G 2 [Source:HGNC Symbol;Acc:HGNC:12483]	1	1
ENSSHAG00000011842	2	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	1	1
ENSSHAG00000011840	1	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]	0	1
ENSSHAG00000002524	2	tumor necrosis factor receptor superfamily, member 13B [Source:HGNC Symbol;Acc:HGNC:18153]	1	1
ENSSHAG00000002525	2	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	1	1
ENSSHAG00000002526	2	endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:18173]	1	1
ENSSHAG00000016964	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WX43]	0	1
ENSSHAG00000011961	2	adipogenesis associated, Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]	1	1
ENSSHAG00000003343	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKU3]	1	1
ENSSHAG00000003341	2	bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]	1	1
ENSSHAG00000003340	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKU0]	1	1
ENSSHAG00000003349	2	Histone H3  [Source:UniProtKB/TrEMBL;Acc:G3VKV0]	1	1
ENSSHAG00000003348	2	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	1	1
ENSSHAG00000014655	2	HAUS augmin-like complex, subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]	1	1
ENSSHAG00000014651	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WP80]	1	1
ENSSHAG00000014302	2	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b [Source:HGNC Symbol;Acc:HGNC:9640]	1	1
ENSSHAG00000000658	2		1	1
ENSSHAG00000014659	1	cytochrome b5 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26516]	0	1
ENSSHAG00000014658	1	cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]	0	1
ENSSHAG00000014309	2	claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]	1	1
ENSSHAG00000014308	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WN15]	0	1
ENSSHAG00000010578	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WA92]	1	1
ENSSHAG00000016656	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WW13]	1	1
ENSSHAG00000002838	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJ62]	1	1
ENSSHAG00000002839	2	ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	1	1
ENSSHAG00000016653	2	actin related protein 2/3 complex, subunit 2, 34kDa [Source:HGNC Symbol;Acc:HGNC:705]	1	1
ENSSHAG00000016652	2	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]	1	1
ENSSHAG00000016650	2	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	1	1
ENSSHAG00000000692	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VC71]	1	1
ENSSHAG00000000695	2	olfactory receptor, family 1, subfamily N, member 2 [Source:HGNC Symbol;Acc:HGNC:15111]	1	1
ENSSHAG00000003127	2	CD164 sialomucin-like 2 [Source:HGNC Symbol;Acc:HGNC:32043]	1	1
ENSSHAG00000006330	2	short chain dehydrogenase/reductase family 42E, member 2 [Source:HGNC Symbol;Acc:HGNC:35414]	1	1
ENSSHAG00000003125	2		1	1
ENSSHAG00000003124	2	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]	1	1
ENSSHAG00000006335	2	polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]	1	1
ENSSHAG00000006337	2	leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]	1	1
ENSSHAG00000003120	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VK48]	1	1
ENSSHAG00000006449	2	bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]	1	1
ENSSHAG00000006448	1	SKI family transcriptional corepressor 2 [Source:HGNC Symbol;Acc:HGNC:32695]	0	1
ENSSHAG00000013226	2	apolipoprotein A-I [Source:HGNC Symbol;Acc:HGNC:600]	1	1
ENSSHAG00000007314	2	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	1	1
ENSSHAG00000000475	2	dynein, axonemal, heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]	1	1
ENSSHAG00000000476	2	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	1	1
ENSSHAG00000007317	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZ39]	1	1
ENSSHAG00000007310	2	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	1	1
ENSSHAG00000007312	1	heat shock 70kDa protein 1-like [Source:HGNC Symbol;Acc:HGNC:5234]	0	1
ENSSHAG00000007313	2	testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]	1	1
ENSSHAG00000015675	2	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]	1	1
ENSSHAG00000014013	2	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]	1	1
ENSSHAG00000017654	2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30728]	1	1
ENSSHAG00000017650	2	ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]	1	1
ENSSHAG00000017652	2	protein-O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]	1	1
ENSSHAG00000017653	1	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:HGNC Symbol;Acc:HGNC:333]	0	1
ENSSHAG00000017302	2		1	1
ENSSHAG00000017872	2	polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]	1	1
ENSSHAG00000017301	2	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	1	1
ENSSHAG00000017874	2	regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]	1	1
ENSSHAG00000017875	2	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	1	1
ENSSHAG00000017876	2	raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402]	1	1
ENSSHAG00000017877	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X079]	1	1
ENSSHAG00000002594	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIC6]	1	1
ENSSHAG00000006332	2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:23356]	1	1
ENSSHAG00000001870	2	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:HGNC:29013]	1	1
ENSSHAG00000018104	2	t-complex 11, testis-specific-like 1 [Source:HGNC Symbol;Acc:HGNC:25655]	1	1
ENSSHAG00000013559	2	cystatin A (stefin A) [Source:HGNC Symbol;Acc:HGNC:2481]	1	1
ENSSHAG00000013550	2	sodium channel, voltage-gated, type IV, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10591]	1	1
ENSSHAG00000013557	2	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]	1	1
ENSSHAG00000002596	2	lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]	1	1
ENSSHAG00000018457	2	family with sequence similarity 98, member B [Source:HGNC Symbol;Acc:HGNC:26773]	1	1
ENSSHAG00000018456	2	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]	1	1
ENSSHAG00000001252	2	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	1	1
ENSSHAG00000018455	2	mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]	1	1
ENSSHAG00000001255	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VE05]	1	1
ENSSHAG00000018902	2	serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]	1	1
ENSSHAG00000007171	2	eukaryotic elongation factor-2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]	1	1
ENSSHAG00000015172	2	NOP2/Sun domain family, member 5 [Source:HGNC Symbol;Acc:HGNC:16385]	1	1
ENSSHAG00000006488	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWB1]	0	1
ENSSHAG00000006987	2	trace amine associated receptor 2 [Source:HGNC Symbol;Acc:HGNC:4514]	1	1
ENSSHAG00000018450	2	leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:23199]	1	1
ENSSHAG00000013127	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WIZ6]	0	1
ENSSHAG00000003740	1	leucine rich repeat containing 46 [Source:HGNC Symbol;Acc:HGNC:25047]	0	1
ENSSHAG00000009408	2	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	1	1
ENSSHAG00000009409	1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 [Source:HGNC Symbol;Acc:HGNC:21589]	0	1
ENSSHAG00000009407	2	Na+/K+ transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]	1	1
ENSSHAG00000009404	2	cytochrome c oxidase subunit VIa polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2277]	1	1
ENSSHAG00000009405	2	complement component 1, q subcomponent-like 1 [Source:HGNC Symbol;Acc:HGNC:24182]	1	1
ENSSHAG00000018725	2	leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	1	1
ENSSHAG00000015223	2	NAD(P)H dehydrogenase, quinone 1 [Source:HGNC Symbol;Acc:HGNC:2874]	1	1
ENSSHAG00000004206	1	prolyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:30563]	0	1
ENSSHAG00000015221	2	chromobox homolog 7 [Source:HGNC Symbol;Acc:HGNC:1557]	1	1
ENSSHAG00000004756	1	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]	0	1
ENSSHAG00000011029	2	transmembrane protein, adipocyte asscociated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	1	1
ENSSHAG00000015226	2	zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958]	1	1
ENSSHAG00000004201	2	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]	1	1
ENSSHAG00000011025	2	caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]	1	1
ENSSHAG00000015229	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WR85]	1	1
ENSSHAG00000011026	2	phosphatidylinositol glycan anchor biosynthesis, class X [Source:HGNC Symbol;Acc:HGNC:26046]	1	1
ENSSHAG00000004758	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQJ2]	1	1
ENSSHAG00000004209	2	clarin 3 [Source:HGNC Symbol;Acc:HGNC:20795]	1	1
ENSSHAG00000011022	2	potassium voltage-gated channel, Isk-related family, member 3 [Source:HGNC Symbol;Acc:HGNC:6243]	1	1
ENSSHAG00000010608	1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	0	1
ENSSHAG00000002758	2	zinc finger, DHHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:18471]	1	1
ENSSHAG00000005027	2	trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]	1	1
ENSSHAG00000009073	2	serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]	1	1
ENSSHAG00000002751	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIU9]	1	1
ENSSHAG00000013975	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLW9]	1	1
ENSSHAG00000013974	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLW8]	1	1
ENSSHAG00000013789	2		1	1
ENSSHAG00000013971	2	dispatched homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19712]	1	1
ENSSHAG00000013970	1	solute carrier family 25, member 44 [Source:HGNC Symbol;Acc:HGNC:29036]	0	1
ENSSHAG00000013973	2	spastic paraplegia 20 (Troyer syndrome) [Source:HGNC Symbol;Acc:HGNC:18514]	1	1
ENSSHAG00000013972	2	coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]	1	1
ENSSHAG00000013979	2	low density lipoprotein receptor-related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]	1	1
ENSSHAG00000013878	2	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	1	1
ENSSHAG00000001676	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFC8]	1	1
ENSSHAG00000016339	2	paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]	1	1
ENSSHAG00000002638	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VIH7]	1	1
ENSSHAG00000005154	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRV5]	1	1
ENSSHAG00000005156	2	S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]	1	1
ENSSHAG00000005409	2	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]	1	1
ENSSHAG00000005150	2		1	1
ENSSHAG00000005158	2	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	1	1
ENSSHAG00000005404	2	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]	1	1
ENSSHAG00000005405	2	olfactory receptor, family 4, subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:14697]	1	1
ENSSHAG00000010772	2	origin recognition complex, subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]	1	1
ENSSHAG00000010773	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WAY1]	1	1
ENSSHAG00000010771	2	transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]	1	1
ENSSHAG00000010776	2	MHC class I antigen; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B3F366]	1	1
ENSSHAG00000010774	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WAY2]	1	1
ENSSHAG00000010775	2	vacuolar protein sorting 33 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:12712]	1	1
ENSSHAG00000010778	2	family with sequence similarity 174, member B [Source:HGNC Symbol;Acc:HGNC:34339]	1	1
ENSSHAG00000018211	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1E0]	1	1
ENSSHAG00000018210	2	Serum amyloid A protein  [Source:UniProtKB/TrEMBL;Acc:G3X1D8]	1	1
ENSSHAG00000018213	2	hes-related family bHLH transcription factor with YRPW motif-like [Source:HGNC Symbol;Acc:HGNC:4882]	1	1
ENSSHAG00000018217	2	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	1	1
ENSSHAG00000018216	2	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]	1	1
ENSSHAG00000018219	2	exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]	1	1
ENSSHAG00000018218	1	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	0	1
ENSSHAG00000018800	2	coordinator of PRMT5, differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	1	1
ENSSHAG00000015833	2	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]	1	1
ENSSHAG00000015522	2	NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]	1	1
ENSSHAG00000015831	1	proline-rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]	0	1
ENSSHAG00000015836	2	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	1	1
ENSSHAG00000015837	2	protein phosphatase 4, regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]	1	1
ENSSHAG00000003808	2	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	1	1
ENSSHAG00000015834	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WT96]	1	1
ENSSHAG00000003804	2	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	1	1
ENSSHAG00000003807	2	olfactory receptor, family 10, subfamily A, member 4 [Source:HGNC Symbol;Acc:HGNC:15130]	1	1
ENSSHAG00000003800	1	glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]	0	1
ENSSHAG00000003801	2	serglycin [Source:HGNC Symbol;Acc:HGNC:9361]	1	1
ENSSHAG00000003803	2	chemokine (C-X3-C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	1	1
ENSSHAG00000010303	2	adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]	1	1
ENSSHAG00000010302	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W9A7]	1	1
ENSSHAG00000010301	2	lysine (K)-specific demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]	1	1
ENSSHAG00000010300	2	Pyruvate kinase  [Source:UniProtKB/TrEMBL;Acc:G3W9A5]	1	1
ENSSHAG00000010307	2	interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362]	1	1
ENSSHAG00000010306	2	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	1	1
ENSSHAG00000017465	1	protein tyrosine phosphatase-like A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20920]	0	1
ENSSHAG00000017464	2	ALG6, alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	1	1
ENSSHAG00000017469	2	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]	1	1
ENSSHAG00000017468	2	argonaute RISC catalytic component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	1	1
ENSSHAG00000017346	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WYF2]	1	1
ENSSHAG00000017509	2	ribosomal RNA processing 15 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24255]	1	1
ENSSHAG00000017614	1	like-glycosyltransferase [Source:HGNC Symbol;Acc:HGNC:6511]	0	1
ENSSHAG00000017343	2	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]	1	1
ENSSHAG00000017795	2	solute carrier family 31 (copper transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	1	1
ENSSHAG00000017794	2	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Source:HGNC Symbol;Acc:HGNC:5960]	1	1
ENSSHAG00000017790	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZX5]	1	1
ENSSHAG00000017792	2	nucleoporin 160kDa [Source:HGNC Symbol;Acc:HGNC:18017]	1	1
ENSSHAG00000015736	2	phospholipase C, delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]	1	1
ENSSHAG00000017341	2	zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462]	1	1
ENSSHAG00000017799	2	chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]	1	1
ENSSHAG00000017798	1	FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]	0	1
ENSSHAG00000018606	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X2S7]	1	1
ENSSHAG00000013335	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJP5]	1	1
ENSSHAG00000016214	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WUJ4]	1	1
ENSSHAG00000016213	2	leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:15586]	1	1
ENSSHAG00000007122	2	GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]	1	1
ENSSHAG00000007120	2	transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]	1	1
ENSSHAG00000007127	1	solute carrier family 50 (sugar efflux transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30657]	0	1
ENSSHAG00000007126	2	WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14542]	1	1
ENSSHAG00000007129	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VYH3]	1	1
ENSSHAG00000016746	2	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10 [Source:HGNC Symbol;Acc:HGNC:33984]	1	1
ENSSHAG00000010436	2	activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]	1	1
ENSSHAG00000009675	2	chromosome 2 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26216]	1	1
ENSSHAG00000009674	2	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	1	1
ENSSHAG00000009677	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W742]	1	1
ENSSHAG00000009676	2	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]	1	1
ENSSHAG00000003664	1	kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]	0	1
ENSSHAG00000009670	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W734]	1	1
ENSSHAG00000009673	2	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	1	1
ENSSHAG00000003667	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLV6]	1	1
ENSSHAG00000003668	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLV7]	1	1
ENSSHAG00000011253	2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]	1	1
ENSSHAG00000009679	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W744]	1	1
ENSSHAG00000009678	2	immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]	1	1
ENSSHAG00000014841	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WPW2]	1	1
ENSSHAG00000014510	2	progestin and adipoQ receptor family member V [Source:HGNC Symbol;Acc:HGNC:29645]	1	1
ENSSHAG00000014843	2	lipoma HMGIC fusion partner-like 4 [Source:HGNC Symbol;Acc:HGNC:29568]	1	1
ENSSHAG00000014516	2	inner membrane protein, mitochondrial [Source:HGNC Symbol;Acc:HGNC:6047]	1	1
ENSSHAG00000014845	2	Inosine-5'-monophosphate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:G3WPW6]	1	1
ENSSHAG00000014847	2	Ras protein-specific guanine nucleotide-releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]	1	1
ENSSHAG00000014848	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WPX0]	1	1
ENSSHAG00000014518	2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 [Source:HGNC Symbol;Acc:HGNC:2743]	1	1
ENSSHAG00000014519	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNS7]	1	1
ENSSHAG00000013306	2	apolipoprotein A-IV [Source:HGNC Symbol;Acc:HGNC:602]	1	1
ENSSHAG00000016225	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WUK7]	1	1
ENSSHAG00000000863	2	sciellin [Source:HGNC Symbol;Acc:HGNC:10573]	1	1
ENSSHAG00000016223	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WUK4]	1	1
ENSSHAG00000000861	2	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	1	1
ENSSHAG00000016221	2	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	1	1
ENSSHAG00000011250	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCK6]	1	1
ENSSHAG00000014179	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WML5]	1	1
ENSSHAG00000011238	2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	1	1
ENSSHAG00000011239	2	androgen-induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	1	1
