ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000014877	NA	ENSMEUG00000005343	Locus_77034_Transcript_5/5_Confidence_0.538_Length_1809
ENSSHAG00000014878	ENSMODG00000004496	ENSMEUG00000007418	Locus_88_Transcript_7580/16303_Confidence_0.000_Length_3955
ENSSHAG00000014879	ENSMODG00000000912	ENSMEUG00000001434	Locus_3592_Transcript_2/4_Confidence_0.333_Length_3316
ENSSHAG00000014880	ENSMODG00000016092	ENSMEUG00000003999	Locus_3384_Transcript_4/15_Confidence_0.526_Length_7869
ENSSHAG00000014881	ENSMODG00000004914	ENSMEUG00000006953	Locus_57962_Transcript_1/13_Confidence_0.214_Length_3404
ENSSHAG00000014882	ENSMODG00000018498	ENSMEUG00000012402	Locus_4726_Transcript_6/11_Confidence_0.455_Length_5617
ENSSHAG00000014883	ENSMODG00000020100	ENSMEUG00000008704	Locus_105654_Transcript_10/11_Confidence_0.250_Length_2235
ENSSHAG00000014884	ENSMODG00000018907	NA	Locus_32020_Transcript_3/8_Confidence_0.227_Length_1768
ENSSHAG00000014885	ENSMODG00000011189	ENSMEUG00000005617	Locus_6212_Transcript_3/17_Confidence_0.583_Length_2045
ENSSHAG00000014886	ENSMODG00000007273	ENSMEUG00000011293	Locus_38047_Transcript_5/15_Confidence_0.188_Length_2036
ENSSHAG00000014888	ENSMODG00000012665	ENSMEUG00000015166	Locus_7255_Transcript_120/122_Confidence_0.056_Length_6005
ENSSHAG00000014890	ENSMODG00000003565	ENSMEUG00000005524	Locus_25631_Transcript_1/43_Confidence_0.064_Length_1305
ENSSHAG00000014891	ENSMODG00000019427	ENSMEUG00000006485	Locus_8735_Transcript_37/72_Confidence_0.019_Length_1466
ENSSHAG00000014892	ENSMODG00000001829	ENSMEUG00000012200	Locus_23160_Transcript_17/23_Confidence_0.025_Length_2680
ENSSHAG00000014893	ENSMODG00000011552	ENSMEUG00000002249	NA
ENSSHAG00000014894	ENSMODG00000013473	ENSMEUG00000000567	Locus_7566_Transcript_3/30_Confidence_0.253_Length_7148
ENSSHAG00000014895	ENSMODG00000005385	ENSMEUG00000003713	Locus_53211_Transcript_15/56_Confidence_0.159_Length_3527
ENSSHAG00000014896	ENSMODG00000014205	ENSMEUG00000000701	Locus_22255_Transcript_1/6_Confidence_0.429_Length_2579
ENSSHAG00000014897	ENSMODG00000012761	ENSMEUG00000014991	Locus_7277_Transcript_10/11_Confidence_0.050_Length_1612
ENSSHAG00000014899	ENSMODG00000018956	ENSMEUG00000002200	Locus_22041_Transcript_1/2_Confidence_0.667_Length_1099
ENSSHAG00000014900	ENSMODG00000015373	ENSMEUG00000009160	Locus_18463_Transcript_25/39_Confidence_0.457_Length_6078
ENSSHAG00000014905	ENSMODG00000006213	ENSMEUG00000013519	Locus_111990_Transcript_1/8_Confidence_0.333_Length_2681
ENSSHAG00000014906	ENSMODG00000018816	ENSMEUG00000011392	NA
ENSSHAG00000014907	ENSMODG00000017153	ENSMEUG00000007360	NA
ENSSHAG00000014908	ENSMODG00000001195	NA	Locus_8111_Transcript_4/6_Confidence_0.433_Length_4401
ENSSHAG00000014910	ENSMODG00000006354	ENSMEUG00000009107	Locus_19640_Transcript_18/20_Confidence_0.559_Length_2090
ENSSHAG00000014911	ENSMODG00000019445	ENSMEUG00000012991	Locus_21920_Transcript_3/3_Confidence_0.000_Length_2035
ENSSHAG00000014912	ENSMODG00000001944	ENSMEUG00000011909	Locus_14805_Transcript_10/49_Confidence_0.072_Length_4630
ENSSHAG00000014913	ENSMODG00000005982	NA	Locus_2283_Transcript_18/24_Confidence_0.109_Length_2885
ENSSHAG00000014914	NA	ENSMEUG00000007501	Locus_8559_Transcript_10/21_Confidence_0.316_Length_2146
ENSSHAG00000014915	ENSMODG00000007573	ENSMEUG00000013683	Locus_2643_Transcript_101/122_Confidence_0.055_Length_6029
ENSSHAG00000014916	ENSMODG00000018238	ENSMEUG00000003760	Locus_14416_Transcript_13/22_Confidence_0.889_Length_9546
ENSSHAG00000014917	ENSMODG00000002743	ENSMEUG00000002924	Locus_17402_Transcript_12/12_Confidence_0.615_Length_3811
ENSSHAG00000014918	ENSMODG00000012162	NA	Locus_19713_Transcript_1/29_Confidence_0.133_Length_1415
ENSSHAG00000014919	ENSMODG00000020778	ENSMEUG00000004857	NA
ENSSHAG00000014920	ENSMODG00000008829	ENSMEUG00000007982	Locus_19663_Transcript_10/31_Confidence_0.333_Length_3890
ENSSHAG00000014921	ENSMODG00000005398	ENSMEUG00000016556	Locus_55097_Transcript_1/1_Confidence_0.000_Length_822
ENSSHAG00000014922	ENSMODG00000000560	ENSMEUG00000008538	Locus_123807_Transcript_15/18_Confidence_0.091_Length_4485
ENSSHAG00000014923	ENSMODG00000011645	ENSMEUG00000008417	Locus_99_Transcript_15/24_Confidence_0.600_Length_5495
ENSSHAG00000014924	ENSMODG00000021240	ENSMEUG00000006749	Locus_23072_Transcript_5/12_Confidence_0.619_Length_2759
ENSSHAG00000014925	ENSMODG00000009020	ENSMEUG00000010979	Locus_88_Transcript_3045/16303_Confidence_0.000_Length_4519
ENSSHAG00000014926	ENSMODG00000011545	ENSMEUG00000014301	Locus_18182_Transcript_11/28_Confidence_0.367_Length_4030
ENSSHAG00000014927	ENSMODG00000016861	ENSMEUG00000013409	Locus_1708_Transcript_65/84_Confidence_0.386_Length_10064
ENSSHAG00000014928	ENSMODG00000008123	ENSMEUG00000007407	Locus_1253_Transcript_10/15_Confidence_0.471_Length_2294
ENSSHAG00000014930	ENSMODG00000007299	ENSMEUG00000008972	Locus_17442_Transcript_4/27_Confidence_0.132_Length_3756
ENSSHAG00000014931	ENSMODG00000029122	ENSMEUG00000013703	Locus_2643_Transcript_111/122_Confidence_0.050_Length_1458
ENSSHAG00000014932	ENSMODG00000006036	ENSMEUG00000011971	Locus_13422_Transcript_15/39_Confidence_0.263_Length_7744
ENSSHAG00000014933	ENSMODG00000013228	ENSMEUG00000006270	Locus_686_Transcript_2/4_Confidence_0.400_Length_2401
ENSSHAG00000014934	ENSMODG00000004621	ENSMEUG00000014682	Locus_9472_Transcript_16/26_Confidence_0.362_Length_6209
ENSSHAG00000014935	ENSMODG00000007280	ENSMEUG00000005681	Locus_24461_Transcript_8/25_Confidence_0.378_Length_5915
ENSSHAG00000014936	ENSMODG00000012881	NA	Locus_61189_Transcript_4/11_Confidence_0.438_Length_1910
ENSSHAG00000014937	ENSMODG00000012242	ENSMEUG00000012415	Locus_124276_Transcript_2/5_Confidence_0.400_Length_3159
ENSSHAG00000014938	ENSMODG00000001584	ENSMEUG00000015085	Locus_11120_Transcript_17/43_Confidence_0.362_Length_8171
ENSSHAG00000014939	ENSMODG00000003469	ENSMEUG00000013460	Locus_13460_Transcript_6/13_Confidence_0.316_Length_5152
ENSSHAG00000014941	ENSMODG00000013696	ENSMEUG00000008048	Locus_2537_Transcript_3/16_Confidence_0.125_Length_1945
ENSSHAG00000014942	ENSMODG00000002160	ENSMEUG00000013605	Locus_5059_Transcript_11/30_Confidence_0.271_Length_6742
ENSSHAG00000014943	ENSMODG00000024655	ENSMEUG00000012318	Locus_41237_Transcript_2/17_Confidence_0.556_Length_1257
ENSSHAG00000014944	ENSMODG00000011539	ENSMEUG00000014277	Locus_18182_Transcript_12/28_Confidence_0.367_Length_4195
ENSSHAG00000014945	ENSMODG00000010683	NA	Locus_39741_Transcript_1/1_Confidence_0.714_Length_2011
ENSSHAG00000014946	ENSMODG00000000311	ENSMEUG00000016109	Locus_23948_Transcript_5/19_Confidence_0.444_Length_5983
ENSSHAG00000014947	ENSMODG00000007383	ENSMEUG00000002469	Locus_12852_Transcript_4/18_Confidence_0.300_Length_5007
ENSSHAG00000014948	ENSMODG00000009558	ENSMEUG00000004759	Locus_12215_Transcript_6/16_Confidence_0.633_Length_3531
ENSSHAG00000014949	ENSMODG00000007519	ENSMEUG00000002414	Locus_30180_Transcript_56/67_Confidence_0.338_Length_3230
ENSSHAG00000014951	ENSMODG00000015003	ENSMEUG00000006801	Locus_6435_Transcript_12/16_Confidence_0.433_Length_3055
ENSSHAG00000014952	ENSMODG00000012875	ENSMEUG00000007793	Locus_11944_Transcript_5/8_Confidence_0.714_Length_2595
ENSSHAG00000014953	ENSMODG00000018066	ENSMEUG00000015273	Locus_2611_Transcript_10/59_Confidence_0.375_Length_1477
ENSSHAG00000014954	ENSMODG00000005059	ENSMEUG00000016683	Locus_7602_Transcript_21/29_Confidence_0.213_Length_6024
ENSSHAG00000014955	ENSMODG00000020455	ENSMEUG00000003794	Locus_359_Transcript_13/30_Confidence_0.415_Length_2995
ENSSHAG00000014956	ENSMODG00000010718	ENSMEUG00000011993	Locus_10472_Transcript_2/10_Confidence_0.417_Length_1635
ENSSHAG00000014957	ENSMODG00000005392	ENSMEUG00000016552	Locus_6126_Transcript_1/20_Confidence_0.216_Length_3572
ENSSHAG00000014958	ENSMODG00000011723	ENSMEUG00000004436	Locus_302_Transcript_4/19_Confidence_0.243_Length_6262
ENSSHAG00000014959	ENSMODG00000025328	ENSMEUG00000015033	Locus_795_Transcript_18/157_Confidence_0.056_Length_8906
ENSSHAG00000014960	ENSMODG00000004482	ENSMEUG00000009630	Locus_18532_Transcript_8/18_Confidence_0.148_Length_6251
ENSSHAG00000014962	ENSMODG00000016854	ENSMEUG00000001843	NA
ENSSHAG00000014964	ENSMODG00000020938	ENSMEUG00000005946	NA
ENSSHAG00000014965	ENSMODG00000004428	NA	Locus_286_Transcript_4/5_Confidence_0.667_Length_1716
ENSSHAG00000014966	ENSMODG00000021020	ENSMEUG00000007247	Locus_88212_Transcript_2/2_Confidence_0.000_Length_1464
ENSSHAG00000014967	ENSMODG00000018954	ENSMEUG00000013968	Locus_128_Transcript_30/104_Confidence_0.038_Length_2531
ENSSHAG00000014968	ENSMODG00000011530	ENSMEUG00000014267	Locus_6272_Transcript_20/44_Confidence_0.178_Length_4649
ENSSHAG00000014969	ENSMODG00000016410	ENSMEUG00000009305	Locus_107286_Transcript_2/3_Confidence_0.250_Length_2520
ENSSHAG00000014970	ENSMODG00000017254	ENSMEUG00000016122	Locus_8877_Transcript_1/21_Confidence_0.524_Length_2058
ENSSHAG00000014971	ENSMODG00000004825	ENSMEUG00000008353	Locus_13377_Transcript_3/14_Confidence_0.173_Length_5322
ENSSHAG00000014972	ENSMODG00000018067	ENSMEUG00000015279	Locus_892_Transcript_19/137_Confidence_0.065_Length_3402
ENSSHAG00000014973	ENSMODG00000004413	ENSMEUG00000010721	Locus_22169_Transcript_2/29_Confidence_0.094_Length_2634
ENSSHAG00000014974	ENSMODG00000021514	ENSMEUG00000013867	Locus_2522_Transcript_2/38_Confidence_0.046_Length_3118
ENSSHAG00000014976	ENSMODG00000028143	NA	Locus_8198_Transcript_10/53_Confidence_0.010_Length_1737
ENSSHAG00000014977	ENSMODG00000004154	ENSMEUG00000015663	Locus_20917_Transcript_9/10_Confidence_0.353_Length_2587
ENSSHAG00000014979	ENSMODG00000013779	ENSMEUG00000016297	Locus_15169_Transcript_1/7_Confidence_0.714_Length_5675
ENSSHAG00000014980	ENSMODG00000015361	ENSMEUG00000014137	Locus_9016_Transcript_1/3_Confidence_0.333_Length_2328
ENSSHAG00000014981	ENSMODG00000006364	NA	Locus_9712_Transcript_4/6_Confidence_0.667_Length_2536
ENSSHAG00000014982	ENSMODG00000013732	ENSMEUG00000011198	Locus_10650_Transcript_25/34_Confidence_0.281_Length_3735
ENSSHAG00000014984	ENSMODG00000016165	ENSMEUG00000014769	Locus_4736_Transcript_4/8_Confidence_0.800_Length_4988
ENSSHAG00000014985	ENSMODG00000019739	ENSMEUG00000010306	Locus_140463_Transcript_1/1_Confidence_0.909_Length_2389
ENSSHAG00000014986	ENSMODG00000020410	ENSMEUG00000007770	Locus_3006_Transcript_29/51_Confidence_0.030_Length_1373
ENSSHAG00000014988	ENSMODG00000012450	ENSMEUG00000009430	Locus_17007_Transcript_2/4_Confidence_0.444_Length_2433
ENSSHAG00000014989	NA	ENSMEUG00000002768	Locus_835_Transcript_20/37_Confidence_0.062_Length_1720
ENSSHAG00000014990	ENSMODG00000023883	ENSMEUG00000003631	NA
ENSSHAG00000014991	ENSMODG00000014227	ENSMEUG00000011136	Locus_4095_Transcript_5/7_Confidence_0.455_Length_6710
ENSSHAG00000014992	ENSMODG00000019727	ENSMEUG00000009546	Locus_795_Transcript_17/157_Confidence_0.042_Length_7599
ENSSHAG00000014994	ENSMODG00000017081	ENSMEUG00000005605	Locus_13577_Transcript_1/18_Confidence_0.241_Length_3668
ENSSHAG00000014995	ENSMODG00000019305	ENSMEUG00000015582	Locus_13945_Transcript_7/28_Confidence_0.533_Length_1972
ENSSHAG00000014996	ENSMODG00000010734	ENSMEUG00000007654	Locus_8815_Transcript_6/9_Confidence_0.750_Length_3808
ENSSHAG00000014997	ENSMODG00000003207	ENSMEUG00000002547	NA
ENSSHAG00000014998	ENSMODG00000014228	ENSMEUG00000009795	Locus_14127_Transcript_4/10_Confidence_0.571_Length_2461
ENSSHAG00000014999	ENSMODG00000005608	ENSMEUG00000006542	Locus_13556_Transcript_5/9_Confidence_0.571_Length_3371
ENSSHAG00000015000	ENSMODG00000013515	NA	Locus_54529_Transcript_1/11_Confidence_0.250_Length_749
ENSSHAG00000015004	ENSMODG00000003710	ENSMEUG00000014535	NA
ENSSHAG00000015005	ENSMODG00000001368	ENSMEUG00000015091	Locus_6066_Transcript_2/9_Confidence_0.333_Length_3346
ENSSHAG00000015006	ENSMODG00000011519	ENSMEUG00000014253	Locus_6272_Transcript_7/44_Confidence_0.092_Length_3049
ENSSHAG00000015008	ENSMODG00000013454	NA	Locus_2974_Transcript_3/4_Confidence_0.091_Length_1519
ENSSHAG00000015009	ENSMODG00000012451	ENSMEUG00000009438	Locus_9282_Transcript_5/28_Confidence_0.417_Length_2460
ENSSHAG00000015010	ENSMODG00000010201	ENSMEUG00000010020	Locus_29332_Transcript_3/13_Confidence_0.231_Length_2781
ENSSHAG00000015013	ENSMODG00000019164	ENSMEUG00000006003	Locus_21857_Transcript_72/89_Confidence_0.079_Length_2066
ENSSHAG00000015014	ENSMODG00000000289	ENSMEUG00000013522	Locus_3722_Transcript_15/21_Confidence_0.174_Length_2445
ENSSHAG00000015015	ENSMODG00000011804	ENSMEUG00000007510	Locus_13003_Transcript_1/22_Confidence_0.136_Length_1701
ENSSHAG00000015016	ENSMODG00000018273	ENSMEUG00000014696	Locus_15429_Transcript_10/26_Confidence_0.265_Length_4751
ENSSHAG00000015017	ENSMODG00000024461	ENSMEUG00000009136	Locus_2079_Transcript_36/43_Confidence_0.046_Length_4916
ENSSHAG00000015018	ENSMODG00000009463	ENSMEUG00000009049	Locus_13_Transcript_43/67_Confidence_0.217_Length_4721
ENSSHAG00000015019	ENSMODG00000013978	ENSMEUG00000011383	Locus_12930_Transcript_1/7_Confidence_0.375_Length_2503
ENSSHAG00000015020	ENSMODG00000003535	ENSMEUG00000016718	Locus_3906_Transcript_14/27_Confidence_0.339_Length_2800
ENSSHAG00000015021	ENSMODG00000017252	ENSMEUG00000007781	NA
ENSSHAG00000015023	ENSMODG00000007361	ENSMEUG00000015419	Locus_1235_Transcript_13/25_Confidence_0.455_Length_2725
ENSSHAG00000015024	ENSMODG00000000547	NA	Locus_35938_Transcript_6/6_Confidence_0.000_Length_570
ENSSHAG00000015025	ENSMODG00000021251	ENSMEUG00000007408	NA
ENSSHAG00000015027	ENSMODG00000013516	ENSMEUG00000013922	Locus_11957_Transcript_12/13_Confidence_0.238_Length_6232
ENSSHAG00000015028	ENSMODG00000018077	ENSMEUG00000015287	Locus_237_Transcript_22/23_Confidence_0.458_Length_2366
ENSSHAG00000015029	ENSMODG00000011031	ENSMEUG00000002265	Locus_21962_Transcript_4/7_Confidence_0.400_Length_2458
ENSSHAG00000015030	ENSMODG00000018984	NA	Locus_6489_Transcript_8/13_Confidence_0.130_Length_2122
ENSSHAG00000015031	ENSMODG00000014847	ENSMEUG00000007054	Locus_2217_Transcript_12/13_Confidence_0.400_Length_2396
ENSSHAG00000015032	ENSMODG00000000303	ENSMEUG00000013140	Locus_88_Transcript_8640/16303_Confidence_0.001_Length_3351
ENSSHAG00000015033	ENSMODG00000005917	ENSMEUG00000003847	Locus_745_Transcript_175/205_Confidence_0.039_Length_5137
ENSSHAG00000015034	ENSMODG00000015233	NA	Locus_15392_Transcript_1/11_Confidence_0.147_Length_5686
ENSSHAG00000015035	ENSMODG00000011679	ENSMEUG00000016564	Locus_13778_Transcript_28/40_Confidence_0.404_Length_4475
ENSSHAG00000015036	NA	ENSMEUG00000007014	Locus_100472_Transcript_1/1_Confidence_0.000_Length_716
ENSSHAG00000015037	ENSMODG00000015258	ENSMEUG00000005403	Locus_2806_Transcript_4/8_Confidence_0.400_Length_3135
ENSSHAG00000015038	ENSMODG00000015480	ENSMEUG00000005799	Locus_38123_Transcript_1/3_Confidence_0.750_Length_2941
ENSSHAG00000015039	ENSMODG00000011227	ENSMEUG00000015140	Locus_33391_Transcript_1/1_Confidence_0.000_Length_2058
ENSSHAG00000015040	ENSMODG00000011576	ENSMEUG00000003545	Locus_13351_Transcript_1/12_Confidence_0.545_Length_2941
ENSSHAG00000015041	ENSMODG00000022892	ENSMEUG00000012945	NA
ENSSHAG00000015042	ENSMODG00000002061	NA	Locus_6058_Transcript_7/15_Confidence_0.448_Length_5172
ENSSHAG00000015043	ENSMODG00000011692	ENSMEUG00000015738	Locus_19044_Transcript_10/12_Confidence_0.333_Length_1084
ENSSHAG00000015044	ENSMODG00000016421	ENSMEUG00000001996	NA
ENSSHAG00000015045	ENSMODG00000015364	ENSMEUG00000014130	Locus_941_Transcript_10/10_Confidence_0.389_Length_3278
ENSSHAG00000015046	ENSMODG00000005006	ENSMEUG00000010548	Locus_1648_Transcript_10/11_Confidence_0.450_Length_4883
ENSSHAG00000015047	ENSMODG00000001285	ENSMEUG00000000575	Locus_15352_Transcript_2/8_Confidence_0.429_Length_7883
ENSSHAG00000015048	ENSMODG00000018952	ENSMEUG00000013986	Locus_128_Transcript_29/104_Confidence_0.038_Length_2148
ENSSHAG00000015049	ENSMODG00000012170	ENSMEUG00000015150	Locus_6478_Transcript_26/26_Confidence_0.490_Length_13359
ENSSHAG00000015050	ENSMODG00000005664	ENSMEUG00000010545	Locus_12587_Transcript_13/48_Confidence_0.588_Length_8959
ENSSHAG00000015051	ENSMODG00000000189	ENSMEUG00000003633	Locus_1936_Transcript_13/35_Confidence_0.605_Length_12429
ENSSHAG00000015052	ENSMODG00000016076	NA	Locus_12901_Transcript_7/10_Confidence_0.455_Length_4415
ENSSHAG00000015053	ENSMODG00000015229	NA	Locus_4581_Transcript_13/59_Confidence_0.114_Length_780
ENSSHAG00000015054	ENSMODG00000003582	ENSMEUG00000004016	Locus_3127_Transcript_10/10_Confidence_0.083_Length_4218
ENSSHAG00000015055	ENSMODG00000000308	ENSMEUG00000011823	Locus_17829_Transcript_5/16_Confidence_0.524_Length_6012
ENSSHAG00000015056	ENSMODG00000002730	ENSMEUG00000004584	Locus_673_Transcript_3/6_Confidence_0.778_Length_5273
ENSSHAG00000015058	ENSMODG00000011751	ENSMEUG00000016416	NA
ENSSHAG00000015059	ENSMODG00000024030	NA	Locus_123996_Transcript_1/1_Confidence_0.000_Length_402
ENSSHAG00000015060	ENSMODG00000001929	ENSMEUG00000012905	Locus_34724_Transcript_1/3_Confidence_0.667_Length_1541
ENSSHAG00000015061	ENSMODG00000005223	ENSMEUG00000000581	Locus_2348_Transcript_4/16_Confidence_0.410_Length_6359
ENSSHAG00000015062	ENSMODG00000008310	ENSMEUG00000010696	Locus_133647_Transcript_3/6_Confidence_0.500_Length_5622
ENSSHAG00000015064	ENSMODG00000021417	ENSMEUG00000015517	Locus_17794_Transcript_8/22_Confidence_0.129_Length_1445
ENSSHAG00000015067	ENSMODG00000004386	ENSMEUG00000010704	Locus_1184_Transcript_8/17_Confidence_0.500_Length_2407
ENSSHAG00000015070	ENSMODG00000010577	ENSMEUG00000008058	NA
ENSSHAG00000015071	ENSMODG00000019310	ENSMEUG00000007592	Locus_10804_Transcript_36/56_Confidence_0.175_Length_4010
ENSSHAG00000015072	ENSMODG00000015224	NA	Locus_17941_Transcript_3/4_Confidence_0.444_Length_1306
ENSSHAG00000015073	ENSMODG00000005987	ENSMEUG00000015260	NA
ENSSHAG00000015075	ENSMODG00000009442	ENSMEUG00000009077	Locus_13_Transcript_9/67_Confidence_0.109_Length_2085
ENSSHAG00000015076	ENSMODG00000016162	ENSMEUG00000014778	Locus_9798_Transcript_10/20_Confidence_0.526_Length_3272
ENSSHAG00000015077	ENSMODG00000003926	ENSMEUG00000009350	Locus_2849_Transcript_6/8_Confidence_0.125_Length_2457
ENSSHAG00000015078	ENSMODG00000012858	ENSMEUG00000007307	Locus_4621_Transcript_33/47_Confidence_0.201_Length_6646
ENSSHAG00000015079	ENSMODG00000018094	ENSMEUG00000015294	Locus_1403_Transcript_33/70_Confidence_0.200_Length_6467
ENSSHAG00000015080	ENSMODG00000008320	ENSMEUG00000012479	Locus_2208_Transcript_10/13_Confidence_0.136_Length_2692
ENSSHAG00000015081	ENSMODG00000003490	ENSMEUG00000016704	Locus_9600_Transcript_13/29_Confidence_0.714_Length_5242
ENSSHAG00000015083	ENSMODG00000020434	ENSMEUG00000009101	Locus_4534_Transcript_27/33_Confidence_0.221_Length_4583
ENSSHAG00000015085	ENSMODG00000017782	ENSMEUG00000011703	Locus_1378_Transcript_4/9_Confidence_0.647_Length_2473
ENSSHAG00000015086	ENSMODG00000000621	ENSMEUG00000004246	Locus_14757_Transcript_4/11_Confidence_0.429_Length_2986
ENSSHAG00000015087	ENSMODG00000013773	ENSMEUG00000003549	Locus_20163_Transcript_5/14_Confidence_0.412_Length_3585
ENSSHAG00000015088	ENSMODG00000000969	ENSMEUG00000014245	Locus_373_Transcript_17/59_Confidence_0.193_Length_1496
ENSSHAG00000015089	ENSMODG00000014493	ENSMEUG00000015514	Locus_1622_Transcript_1/6_Confidence_0.750_Length_2797
ENSSHAG00000015090	ENSMODG00000011041	ENSMEUG00000016480	NA
ENSSHAG00000015091	ENSMODG00000021250	ENSMEUG00000009632	Locus_109917_Transcript_5/10_Confidence_0.222_Length_2179
ENSSHAG00000015092	ENSMODG00000009905	ENSMEUG00000016315	Locus_14485_Transcript_6/10_Confidence_0.172_Length_11498
ENSSHAG00000015093	ENSMODG00000018357	ENSMEUG00000009903	Locus_22462_Transcript_6/21_Confidence_0.308_Length_3177
ENSSHAG00000015094	ENSMODG00000016414	ENSMEUG00000014858	Locus_9554_Transcript_23/98_Confidence_0.123_Length_11766
ENSSHAG00000015095	ENSMODG00000004337	ENSMEUG00000007499	Locus_1546_Transcript_10/13_Confidence_0.571_Length_2827
ENSSHAG00000015096	ENSMODG00000001731	ENSMEUG00000011867	Locus_3669_Transcript_6/10_Confidence_0.333_Length_4050
ENSSHAG00000015098	ENSMODG00000016858	ENSMEUG00000008731	Locus_31039_Transcript_2/29_Confidence_0.031_Length_2595
ENSSHAG00000015099	ENSMODG00000006438	ENSMEUG00000006294	Locus_17176_Transcript_3/6_Confidence_0.357_Length_1383
ENSSHAG00000015100	ENSMODG00000002582	ENSMEUG00000004608	Locus_9945_Transcript_5/6_Confidence_0.333_Length_5481
ENSSHAG00000015101	ENSMODG00000017250	ENSMEUG00000015507	Locus_8699_Transcript_1/21_Confidence_0.083_Length_2948
ENSSHAG00000015103	ENSMODG00000015478	ENSMEUG00000006906	Locus_2421_Transcript_2/7_Confidence_0.167_Length_3845
ENSSHAG00000015104	ENSMODG00000007427	ENSMEUG00000007252	Locus_2486_Transcript_5/8_Confidence_0.125_Length_3185
ENSSHAG00000015106	ENSMODG00000009138	ENSMEUG00000007802	Locus_5914_Transcript_51/55_Confidence_0.101_Length_4929
ENSSHAG00000015107	ENSMODG00000006903	ENSMEUG00000003558	Locus_14045_Transcript_6/24_Confidence_0.409_Length_6940
ENSSHAG00000015108	ENSMODG00000000300	ENSMEUG00000008500	Locus_14393_Transcript_2/3_Confidence_0.962_Length_3134
ENSSHAG00000015109	ENSMODG00000013653	ENSMEUG00000008645	Locus_2245_Transcript_1/4_Confidence_0.812_Length_1779
ENSSHAG00000015110	ENSMODG00000017148	ENSMEUG00000015579	Locus_408_Transcript_10/33_Confidence_0.108_Length_3552
ENSSHAG00000015111	ENSMODG00000024803	NA	Locus_16133_Transcript_1/7_Confidence_0.610_Length_3048
ENSSHAG00000015112	ENSMODG00000019428	ENSMEUG00000005785	Locus_11751_Transcript_10/25_Confidence_0.171_Length_3756
ENSSHAG00000015113	ENSMODG00000007439	ENSMEUG00000001096	Locus_2465_Transcript_17/22_Confidence_0.440_Length_5978
ENSSHAG00000015114	ENSMODG00000003766	ENSMEUG00000002802	Locus_14502_Transcript_2/8_Confidence_0.600_Length_3164
ENSSHAG00000015115	ENSMODG00000001114	ENSMEUG00000014984	Locus_22536_Transcript_9/12_Confidence_0.333_Length_2189
ENSSHAG00000015116	ENSMODG00000025520	ENSMEUG00000010016	Locus_108477_Transcript_1/2_Confidence_0.667_Length_1645
ENSSHAG00000015117	ENSMODG00000022888	ENSMEUG00000015001	NA
ENSSHAG00000015118	ENSMODG00000018137	ENSMEUG00000009478	Locus_5774_Transcript_13/18_Confidence_0.429_Length_4321
ENSSHAG00000015119	ENSMODG00000018813	NA	Locus_4825_Transcript_56/71_Confidence_0.173_Length_4628
ENSSHAG00000015120	ENSMODG00000016705	ENSMEUG00000006169	Locus_50925_Transcript_10/12_Confidence_0.394_Length_2267
ENSSHAG00000015121	ENSMODG00000000315	ENSMEUG00000008764	Locus_3722_Transcript_6/21_Confidence_0.391_Length_4544
ENSSHAG00000015122	ENSMODG00000024915	NA	Locus_18446_Transcript_2/7_Confidence_0.111_Length_3036
ENSSHAG00000015123	ENSMODG00000004195	ENSMEUG00000012239	Locus_2406_Transcript_2/6_Confidence_0.615_Length_4700
ENSSHAG00000015124	ENSMODG00000013746	ENSMEUG00000012454	Locus_11926_Transcript_11/20_Confidence_0.286_Length_1959
ENSSHAG00000015125	ENSMODG00000011819	ENSMEUG00000010694	Locus_9531_Transcript_3/3_Confidence_0.167_Length_1627
ENSSHAG00000015127	ENSMODG00000024566	ENSMEUG00000001858	NA
ENSSHAG00000015128	ENSMODG00000007478	ENSMEUG00000005970	Locus_6347_Transcript_19/43_Confidence_0.447_Length_4461
ENSSHAG00000015129	ENSMODG00000010567	ENSMEUG00000013844	Locus_3641_Transcript_2/3_Confidence_0.333_Length_2170
ENSSHAG00000015130	NA	ENSMEUG00000014546	Locus_6653_Transcript_3/28_Confidence_0.167_Length_790
ENSSHAG00000015131	ENSMODG00000004830	ENSMEUG00000003095	Locus_10500_Transcript_19/32_Confidence_0.288_Length_2630
ENSSHAG00000015132	ENSMODG00000001141	ENSMEUG00000011621	Locus_55578_Transcript_3/5_Confidence_0.600_Length_2065
ENSSHAG00000015133	NA	ENSMEUG00000010493	Locus_52898_Transcript_8/9_Confidence_0.250_Length_2915
ENSSHAG00000015134	ENSMODG00000014650	ENSMEUG00000005677	Locus_10364_Transcript_16/31_Confidence_0.333_Length_1885
ENSSHAG00000015135	ENSMODG00000008535	ENSMEUG00000000079	Locus_5826_Transcript_13/31_Confidence_0.143_Length_4469
ENSSHAG00000015136	ENSMODG00000019312	ENSMEUG00000007602	Locus_36605_Transcript_4/10_Confidence_0.400_Length_2316
ENSSHAG00000015137	ENSMODG00000015562	ENSMEUG00000005231	NA
ENSSHAG00000015138	ENSMODG00000015648	ENSMEUG00000001746	Locus_4757_Transcript_1/3_Confidence_0.667_Length_3687
