gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000017111	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXL6]	1	0
ENSSHAG00000002402	2		1	1
ENSSHAG00000016643	1	adaptor-related protein complex 5, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]	1	0
ENSSHAG00000006520	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWE7]	0	1
ENSSHAG00000007036	1	septin 12 [Source:HGNC Symbol;Acc:HGNC:26348]	1	0
ENSSHAG00000007031	1	chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]	0	1
ENSSHAG00000009722	1	selectin P (granule membrane protein 140kDa, antigen CD62) [Source:HGNC Symbol;Acc:HGNC:10721]	1	0
ENSSHAG00000014861	1	sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]	1	0
ENSSHAG00000014264	1	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]	1	0
ENSSHAG00000010862	1	glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]	0	1
ENSSHAG00000014266	1	cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384]	1	0
ENSSHAG00000003134	1	colorectal cancer associated 2 [Source:HGNC Symbol;Acc:HGNC:26978]	1	0
ENSSHAG00000006455	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VW69]	1	1
ENSSHAG00000014263	1	family with sequence similarity 98, member A [Source:HGNC Symbol;Acc:HGNC:24520]	0	1
ENSSHAG00000011803	1	ubiquitin-conjugating enzyme E2D 2 [Source:HGNC Symbol;Acc:HGNC:12475]	1	0
ENSSHAG00000000734	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VCB8]	0	1
ENSSHAG00000000733	1	UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]	0	1
ENSSHAG00000007106	1	KH domain containing, RNA binding, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]	1	0
ENSSHAG00000013219	1	cyclin Y-like 1 [Source:HGNC Symbol;Acc:HGNC:26868]	1	0
ENSSHAG00000010921	1	methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]	1	0
ENSSHAG00000017200	1	ribosomal protein S27-like [Source:HGNC Symbol;Acc:HGNC:18476]	0	1
ENSSHAG00000010924	1	signal recognition particle 14kDa (homologous Alu RNA binding protein) [Source:HGNC Symbol;Acc:HGNC:11299]	0	1
ENSSHAG00000003648	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLT5]	0	1
ENSSHAG00000003642	2	zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]	1	1
ENSSHAG00000003543	1	espin [Source:HGNC Symbol;Acc:HGNC:13281]	0	1
ENSSHAG00000009613	1	myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150]	1	0
ENSSHAG00000007323	1	ankyrin repeat domain 1 (cardiac muscle) [Source:HGNC Symbol;Acc:HGNC:15819]	0	1
ENSSHAG00000009614	1	zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]	1	0
ENSSHAG00000010817	2	nucleoporin 107kDa [Source:HGNC Symbol;Acc:HGNC:29914]	1	1
ENSSHAG00000010816	1	hydroxysteroid (11-beta) dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]	0	1
ENSSHAG00000010814	2	Kruppel-like factor 3 (basic) [Source:HGNC Symbol;Acc:HGNC:16516]	1	1
ENSSHAG00000016798	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWI4]	1	1
ENSSHAG00000017842	1	ADP-ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]	0	1
ENSSHAG00000013364	1	chromosome 7 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:22402]	0	1
ENSSHAG00000016245	1	glutamate receptor, metabotropic 1 [Source:HGNC Symbol;Acc:HGNC:4593]	1	0
ENSSHAG00000013360	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJS5]	1	1
ENSSHAG00000016243	1	lysosomal-associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]	0	1
ENSSHAG00000012032	1	poly (ADP-ribose) polymerase family, member 16 [Source:HGNC Symbol;Acc:HGNC:26040]	0	1
ENSSHAG00000008587	1	transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]	1	0
ENSSHAG00000008582	1	membrane-spanning 4-domains, subfamily A, member 15 [Source:HGNC Symbol;Acc:HGNC:28573]	1	0
ENSSHAG00000010058	2	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta [Source:HGNC Symbol;Acc:HGNC:15671]	1	1
ENSSHAG00000012099	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFF1]	1	0
ENSSHAG00000011210	2	thrombospondin, type I, domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	1	1
ENSSHAG00000011211	1	quiescin Q6 sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]	1	0
ENSSHAG00000012091	2	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]	1	1
ENSSHAG00000011219	2	ribosomal protein L7-like 1 [Source:HGNC Symbol;Acc:HGNC:21370]	1	1
ENSSHAG00000012161	2	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]	1	1
ENSSHAG00000012163	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WFM3]	1	1
ENSSHAG00000017666	1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	0	1
ENSSHAG00000011396	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WD24]	1	1
ENSSHAG00000016796	1	CKLF-like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]	0	1
ENSSHAG00000016426	1	Mediterranean fever [Source:HGNC Symbol;Acc:HGNC:6998]	1	0
ENSSHAG00000012767	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHQ9]	1	0
ENSSHAG00000016240	1	chromosome 21 open reading frame 140 [Source:HGNC Symbol;Acc:HGNC:39602]	1	0
ENSSHAG00000011327	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCU2]	1	0
ENSSHAG00000011324	1	chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:26319]	0	1
ENSSHAG00000012781	1	SRY (sex determining region Y)-box 14 [Source:HGNC Symbol;Acc:HGNC:11193]	1	0
ENSSHAG00000012963	1	neurolysin (metallopeptidase M3 family) [Source:HGNC Symbol;Acc:HGNC:16058]	0	1
ENSSHAG00000013789	2		1	1
ENSSHAG00000012308	1	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]	0	1
ENSSHAG00000004102	1	low density lipoprotein receptor-related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]	0	1
ENSSHAG00000013782	1	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	0	1
ENSSHAG00000013783	1	serine threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]	0	1
ENSSHAG00000013781	1	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]	0	1
ENSSHAG00000012301	1	coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]	0	1
ENSSHAG00000016339	2	paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]	1	1
ENSSHAG00000011980	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WF02]	0	1
ENSSHAG00000015832	1	inducible T-cell co-stimulator [Source:HGNC Symbol;Acc:HGNC:5351]	1	0
ENSSHAG00000009472	1	ash1 (absent, small, or homeotic)-like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19088]	1	0
ENSSHAG00000015830	1	gem (nuclear organelle) associated protein 6 [Source:HGNC Symbol;Acc:HGNC:20044]	0	1
ENSSHAG00000015837	1	protein phosphatase 4, regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]	0	1
ENSSHAG00000015834	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WT96]	1	1
ENSSHAG00000015835	1	serine palmitoyltransferase, small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]	0	1
ENSSHAG00000016936	1	RAS-like, family 11, member B [Source:HGNC Symbol;Acc:HGNC:23804]	1	0
ENSSHAG00000005186	1	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1 [Source:HGNC Symbol;Acc:HGNC:21359]	0	1
ENSSHAG00000016939	1	ubiquitin-conjugating enzyme E2Q family member 2 [Source:HGNC Symbol;Acc:HGNC:19248]	0	1
ENSSHAG00000005180	1	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	0	1
ENSSHAG00000004694	1	multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]	1	0
ENSSHAG00000012439	1	zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]	0	1
ENSSHAG00000012438	1	CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]	0	1
ENSSHAG00000011408	1	leucine-rich repeats and immunoglobulin-like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	0	1
ENSSHAG00000004580	1	neurensin 2 [Source:HGNC Symbol;Acc:HGNC:16229]	1	0
ENSSHAG00000012546	1	R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]	1	0
ENSSHAG00000012235	1	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]	1	0
ENSSHAG00000015239	1	REX1, RNA exonuclease 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24616]	1	0
ENSSHAG00000012239	1	synaptotagmin XI [Source:HGNC Symbol;Acc:HGNC:19239]	1	0
ENSSHAG00000012548	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WGZ6]	0	1
ENSSHAG00000005349	2		1	1
ENSSHAG00000006851	1	rogdi homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:29478]	1	0
ENSSHAG00000015785	1	abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756]	1	0
ENSSHAG00000011034	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WBU4]	0	1
ENSSHAG00000008225	1	microfibrillar associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	0	1
ENSSHAG00000015781	1	transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]	1	0
ENSSHAG00000005611	2	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]	1	1
ENSSHAG00000008226	1	ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325]	1	0
ENSSHAG00000003258	1	craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]	0	1
ENSSHAG00000009064	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4Z7]	1	1
ENSSHAG00000002745	1	SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]	0	1
ENSSHAG00000002747	1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 [Source:HGNC Symbol;Acc:HGNC:30037]	0	1
ENSSHAG00000018575	1	nudix (nucleoside diphosphate linked moiety X)-type motif 17 [Source:HGNC Symbol;Acc:HGNC:26618]	1	0
ENSSHAG00000018577	1	protein inhibitor of activated STAT, 3 [Source:HGNC Symbol;Acc:HGNC:16861]	1	0
ENSSHAG00000003505	1		0	1
ENSSHAG00000005980	1	TBC1 domain family, member 20 [Source:HGNC Symbol;Acc:HGNC:16133]	1	0
ENSSHAG00000013968	1	fibroblast growth factor receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3693]	0	1
ENSSHAG00000004365	2	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing [Source:HGNC Symbol;Acc:HGNC:27089]	1	1
ENSSHAG00000018154	2	mediator complex subunit 27 [Source:HGNC Symbol;Acc:HGNC:2377]	1	1
ENSSHAG00000016159	1	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]	0	1
ENSSHAG00000015305	1	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	1	0
ENSSHAG00000018159	1	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]	0	1
ENSSHAG00000008823	1		1	0
ENSSHAG00000005502	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT14]	0	1
ENSSHAG00000010499	1	UPF1 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:9962]	1	0
ENSSHAG00000008820	2		1	1
ENSSHAG00000008827	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W466]	1	1
ENSSHAG00000011291	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCQ1]	1	0
ENSSHAG00000005505	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT17]	1	0
ENSSHAG00000008824	1	ATH1, acid trehalase-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:26210]	1	0
ENSSHAG00000010493	1	transmembrane protein 174 [Source:HGNC Symbol;Acc:HGNC:28187]	1	0
ENSSHAG00000009261	1	outer dense fiber of sperm tails 3 [Source:HGNC Symbol;Acc:HGNC:19905]	1	0
ENSSHAG00000009264	1	BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]	1	0
ENSSHAG00000016770	1	docking protein 1, 62kDa (downstream of tyrosine kinase 1) [Source:HGNC Symbol;Acc:HGNC:2990]	0	1
ENSSHAG00000018376	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1Z5]	1	1
ENSSHAG00000014126	1	mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:25979]	1	0
ENSSHAG00000011441	1	golgi phosphoprotein 3-like [Source:HGNC Symbol;Acc:HGNC:24882]	0	1
ENSSHAG00000011502	1	p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]	0	1
ENSSHAG00000016597	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WVT9]	0	1
ENSSHAG00000005162	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRW4]	0	1
ENSSHAG00000005165	1	chloride channel, voltage-sensitive 1 [Source:HGNC Symbol;Acc:HGNC:2019]	1	0
ENSSHAG00000008910	1	shugoshin-like 1 (S. pombe) [Source:HGNC Symbol;Acc:HGNC:25088]	1	0
ENSSHAG00000002344	1	cytochrome P450, family 2, subfamily B, polypeptide 6 [Source:HGNC Symbol;Acc:HGNC:2615]	0	1
ENSSHAG00000002693	1	ADP-ribosylation factor-like 9 [Source:HGNC Symbol;Acc:HGNC:23592]	0	1
ENSSHAG00000005766	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTW7]	1	0
ENSSHAG00000005760	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTW0]	1	0
ENSSHAG00000018203	1	Serum amyloid A protein  [Source:UniProtKB/TrEMBL;Acc:G3X1D0]	0	1
ENSSHAG00000011537	1	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa [Source:HGNC Symbol;Acc:HGNC:11540]	0	1
ENSSHAG00000014015	1		0	1
ENSSHAG00000018208	1	ADAM metallopeptidase with thrombospondin type 1 motif, 7 [Source:HGNC Symbol;Acc:HGNC:223]	1	0
ENSSHAG00000010003	1	ring finger protein 125, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:21150]	0	1
ENSSHAG00000010006	1		1	0
ENSSHAG00000012891	2	calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:HGNC Symbol;Acc:HGNC:1396]	1	1
ENSSHAG00000006198	2	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]	1	1
ENSSHAG00000012892	1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Source:HGNC Symbol;Acc:HGNC:4399]	0	1
ENSSHAG00000006195	1	ATPase, Ca++ transporting, type 2C, member 1 [Source:HGNC Symbol;Acc:HGNC:13211]	1	0
ENSSHAG00000009083	1	anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]	1	0
ENSSHAG00000009081	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W516]	1	1
ENSSHAG00000009087	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W523]	1	1
ENSSHAG00000009085	2	NCK-associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]	1	1
ENSSHAG00000006061	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUW9]	1	0
ENSSHAG00000002525	1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	0	1
ENSSHAG00000011845	1	paired box 8 [Source:HGNC Symbol;Acc:HGNC:8622]	0	1
ENSSHAG00000003836	1	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]	1	0
ENSSHAG00000006680	1	copine III [Source:HGNC Symbol;Acc:HGNC:2316]	1	0
ENSSHAG00000006684	1	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]	1	0
ENSSHAG00000014781	1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 [Source:HGNC Symbol;Acc:HGNC:25360]	0	1
ENSSHAG00000003343	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKU3]	0	1
ENSSHAG00000006208	1	interleukin 1 receptor-like 2 [Source:HGNC Symbol;Acc:HGNC:5999]	1	0
ENSSHAG00000009882	1	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]	1	0
ENSSHAG00000006207	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVE0]	1	1
ENSSHAG00000003348	1	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	0	1
ENSSHAG00000002238	2	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	1	1
ENSSHAG00000009884	1	RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]	1	0
ENSSHAG00000014655	1	HAUS augmin-like complex, subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]	1	0
ENSSHAG00000010318	1		1	0
ENSSHAG00000000658	1		0	1
ENSSHAG00000012941	1		0	1
ENSSHAG00000014309	1	claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]	0	1
ENSSHAG00000012944	1	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa [Source:HGNC Symbol;Acc:HGNC:29594]	0	1
ENSSHAG00000017784	1	suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:HGNC:11350]	1	0
ENSSHAG00000017782	1	sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]	1	0
ENSSHAG00000016656	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WW13]	1	0
ENSSHAG00000002838	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJ62]	0	1
ENSSHAG00000002839	1	ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	1	0
ENSSHAG00000016653	2	actin related protein 2/3 complex, subunit 2, 34kDa [Source:HGNC Symbol;Acc:HGNC:705]	1	1
ENSSHAG00000006539	2	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]	1	1
ENSSHAG00000014875	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQ02]	1	0
ENSSHAG00000014876	1		1	0
ENSSHAG00000014870	1	glutamine-rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]	1	0
ENSSHAG00000014873	1	ATPase, aminophospholipid transporter, class I, type 8B, member 3 [Source:HGNC Symbol;Acc:HGNC:13535]	1	0
ENSSHAG00000014279	1		1	0
ENSSHAG00000003124	1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]	1	0
ENSSHAG00000006337	1	leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]	0	1
ENSSHAG00000003120	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VK48]	1	1
ENSSHAG00000014271	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMX1]	1	0
ENSSHAG00000007132	1	non imprinted in Prader-Willi/Angelman syndrome 2 [Source:HGNC Symbol;Acc:HGNC:17044]	0	1
ENSSHAG00000017275	1	cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:HGNC:1964]	0	1
ENSSHAG00000007484	1	plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]	1	0
ENSSHAG00000007681	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W0B8]	0	1
ENSSHAG00000007481	1	ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]	1	0
ENSSHAG00000017278	2	G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:HGNC:17031]	1	1
ENSSHAG00000007483	1	transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]	1	0
ENSSHAG00000003654	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLU3]	1	1
ENSSHAG00000007314	2	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	1	1
ENSSHAG00000013148	1	frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]	1	0
ENSSHAG00000007310	1	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	1	0
ENSSHAG00000009663	2	actin filament associated protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:26714]	1	1
ENSSHAG00000009661	2	potassium voltage-gated channel, shaker-related subfamily, member 6 [Source:HGNC Symbol;Acc:HGNC:6225]	1	1
ENSSHAG00000003277	1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]	1	0
ENSSHAG00000018422	2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]	1	1
ENSSHAG00000007550	2	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	1	1
ENSSHAG00000017650	2	ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]	1	1
ENSSHAG00000017652	1	protein-O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]	0	1
ENSSHAG00000001507	1	solute carrier organic anion transporter family, member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	1	0
ENSSHAG00000017658	2	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]	1	1
ENSSHAG00000001501	1	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]	1	0
ENSSHAG00000017305	1	leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]	0	1
ENSSHAG00000017093	1	cyclin-dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]	0	1
ENSSHAG00000016259	1	glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]	0	1
ENSSHAG00000017096	1	dynactin 1 [Source:HGNC Symbol;Acc:HGNC:2711]	0	1
ENSSHAG00000008596	1	secretion associated, Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]	1	0
ENSSHAG00000017893	1	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30799]	0	1
ENSSHAG00000004029	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VN27]	0	1
ENSSHAG00000000279	1		0	1
ENSSHAG00000017898	1	suppressor of cytokine signaling 7 [Source:HGNC Symbol;Acc:HGNC:29846]	1	0
ENSSHAG00000004023	1	cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]	0	1
ENSSHAG00000004020	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VN16]	1	1
ENSSHAG00000001892	2	TMED7-TICAM2 readthrough [Source:HGNC Symbol;Acc:HGNC:33945]	1	1
ENSSHAG00000011209	2	eukaryotic translation initiation factor 3, subunit D [Source:HGNC Symbol;Acc:HGNC:3278]	1	1
ENSSHAG00000006483	2	adenosine deaminase, RNA-specific, B1 [Source:HGNC Symbol;Acc:HGNC:226]	1	1
ENSSHAG00000012155	1	trafficking protein particle complex 13 [Source:HGNC Symbol;Acc:HGNC:25828]	0	1
ENSSHAG00000016435	1	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]	1	0
ENSSHAG00000013154	1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]	1	0
ENSSHAG00000013153	1	chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]	1	0
ENSSHAG00000013152	2	insulin-like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	1	1
ENSSHAG00000002596	1	lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]	0	1
ENSSHAG00000011323	1	CD8b molecule [Source:HGNC Symbol;Acc:HGNC:1707]	0	1
ENSSHAG00000007677	1	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]	0	1
ENSSHAG00000008046	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1J3]	1	0
ENSSHAG00000013158	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJ30]	1	0
ENSSHAG00000018901	1	SH3-domain GRB2-like endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]	0	1
ENSSHAG00000004117	1	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	1	0
ENSSHAG00000014231	1	family with sequence similarity 154, member A [Source:HGNC Symbol;Acc:HGNC:28566]	1	0
ENSSHAG00000001252	2	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	1	1
ENSSHAG00000004119	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VND7]	1	1
ENSSHAG00000014230	1	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]	0	1
ENSSHAG00000008104	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1R3]	1	1
ENSSHAG00000018903	1	tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]	1	0
ENSSHAG00000008138	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W1V0]	1	1
ENSSHAG00000006999	1	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	1	0
ENSSHAG00000016946	1		0	1
ENSSHAG00000013795	1	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	1	0
ENSSHAG00000012335	1	ADAMTS-like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	1	0
