ensembl_gene_id,likelihood,p0,f0,p1,f1,p2,f2,p3,f3,pval,p2a_2b,ID
ENSSHAG00000012226,-3711.742495,0.65314,0.02172,0.32258,1,0.01625,2.48021,0.00803,2.48021,0.715220844809751,0.02428,nonsig_wg
ENSSHAG00000012229,-8048.444331,0.92895,0.02063,0.07105,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012232,-2450.689249,0.74364,0,0.23082,1,0.01949,1,0.00605,1,1,0.02554,nonsig_wg
ENSSHAG00000012233,-1384.009769,0.94971,0.02625,0.05029,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012236,-2666.158893,0.84737,0.05985,0.15263,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012237,-4466.087108,0.7841,0,0.2159,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012239,-2617.122458,0.97787,0.01312,0.02213,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012240,-5086.86604,0.81,0.0215,0.19,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012245,-3955.685818,0.97066,0.01284,0.02934,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012252,-7310.985915,0.93096,0.06486,0.06904,1,0,1,0,1,0.99887162153116,0,nonsig_wg
ENSSHAG00000012256,-7193.75928,0.87898,0.06143,0.11028,1,0.00955,25.06558,0.0012,25.06558,0.282154312717248,0.01075,nonsig_wg
ENSSHAG00000012257,-1190.00329,1,0.02263,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012258,-2366.700894,0.93716,0.02699,0.06284,1,0,1,0,1,0.997743244677665,0,nonsig_wg
ENSSHAG00000012261,-2923.355313,0.73306,0.12068,0.26694,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012263,-5502.197051,0.99719,0.02029,0,1,0.00281,2.91203,0,2.91203,0.885879490630833,0.00281,nonsig_wg
ENSSHAG00000012265,-1657.784407,0.90604,0,0.09396,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012268,-3991.675091,0.46354,0.04625,0.31647,1,0.13073,1,0.08925,1,1,0.21998,nonsig_wg
ENSSHAG00000012271,-2243.905921,1,0.02523,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012277,-6674.310126,0.6607,0.01584,0.3393,1,0,1,0,1,0.99643176370689,0,nonsig_wg
ENSSHAG00000012279,-1454.545135,1,0.01237,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012280,-3911.309088,0.64569,0.04134,0.35431,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012281,-7876.672988,0.98156,0.01646,0.01844,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012282,-1613.018233,0.97642,0.07919,0,1,0.02358,1,0,1,1,0.02358,nonsig_wg
ENSSHAG00000012286,-2548.032404,0.43448,0.09879,0.56552,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012291,-3800.801953,0.97453,0.04267,0.02547,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012293,-1753.484737,0.94483,0.03572,0.04812,1,0.00671,1,0.00034,1,1,0.00705,nonsig_wg
ENSSHAG00000012295,-2118.493473,0.93267,0.12762,0.06733,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012296,-8836.501711,0.73698,0.01981,0.26302,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012303,-1050.273555,0.967,0.09845,0.033,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012306,-8813.231029,0.86991,0.05866,0.12146,1,0.00757,1,0.00106,1,1,0.00863,nonsig_wg
ENSSHAG00000012311,-2844.348334,0.98431,0.02532,0.01569,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012313,-2337.51354,0.91641,0.08308,0.07929,1,0.00396,10.21873,0.00034,10.21873,0.273132285945043,0.0043,nonsig_wg
ENSSHAG00000012317,-955.414769,1,0.24057,0,1,0,14.44792,0,14.44792,1,0,nonsig_wg
ENSSHAG00000012318,-2726.25635,0.61375,0,0.37742,1,0.00546,24.35696,0.00336,24.35696,0.161864972232377,0.00882,nonsig_wg
ENSSHAG00000012319,-896.598234,0.82856,0,0.17144,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012323,-2328.254948,0.92613,0.01496,0.07131,1,0.00238,1,0.00018,1,1,0.00256,nonsig_wg
ENSSHAG00000012327,-4255.28044,0.73504,0.06629,0.26013,1,0.00357,1,0.00126,1,1,0.00483,nonsig_wg
ENSSHAG00000012328,-2542.055779,0.87032,0.0331,0.12968,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012329,-12666.39536,0.70751,0.0547,0.29249,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012330,-3460.839774,0.79768,0.13244,0.20232,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012333,-3099.033215,0.86299,0.0149,0.13701,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012337,-11586.010254,0.65594,0,0.34406,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012338,-4649.761839,0.97697,0.02308,0.02303,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012341,-3556.235082,0.7083,0.02854,0.24886,1,0.0317,3.44784,0.01114,3.44784,0.575917036253075,0.04284,nonsig_wg
ENSSHAG00000012349,-1779.942048,1,0,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012350,-2700.155512,1,0.01293,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012353,-2247.124462,0.92983,0.0188,0.0565,1,0.01288,9.20283,0.00078,9.20283,0.116909117384071,0.01366,nonsig_wg
ENSSHAG00000012359,-3492.890244,0.96526,0.03264,0.03388,1,0.00083,1,3e-05,1,1,0.00086,nonsig_wg
ENSSHAG00000012361,-3435.306496,0.95337,0.0158,0.03289,1,0.01329,1,0.00046,1,1,0.01375,nonsig_wg
ENSSHAG00000012362,-4437.470213,0.7798,0.0399,0.2202,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012363,-1574.933485,0.80354,0.02621,0.17532,1,0.01736,998.99414,0.00379,998.99414,1,0.02115,nonsig_wg
ENSSHAG00000012367,-1950.253014,0.97909,0.02207,0,1,0.02091,1,0,1,1,0.02091,nonsig_wg
ENSSHAG00000012368,-2102.951994,1,0.01624,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012369,-1601.629784,0.84983,0.06537,0.15017,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012370,-6679.877674,0.80932,0.0173,0.19068,1,0,1,0,1,0.99887162153116,0,nonsig_wg
ENSSHAG00000012371,-3379.012259,0.86853,0.02783,0.13147,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012372,-1598.230908,0.91646,0.10733,0.08354,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012373,-2784.040126,1,0.0373,0,1,0,1,0,1,0.828120381356658,0,nonsig_wg
ENSSHAG00000012377,-2379.583887,0.801,0,0.199,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012380,-3312.836047,0.86128,0.03315,0.11499,1,0.02094,42.93727,0.0028,42.93727,0.051542770981229,0.02374,nonsig_wg
ENSSHAG00000012381,-4759.062235,0.78475,0.05927,0.21525,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012382,-4016.475795,1e-05,0.00688,0,1,0.79973,58.47873,0.20026,58.47873,1,0.99999,nonsig_wg
ENSSHAG00000012386,-2403.161836,0.90649,0.0152,0.09351,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012389,-3126.764928,0.53919,0.07334,0.26863,1,0.12827,1,0.06391,1,1,0.19218,nonsig_wg
ENSSHAG00000012391,-4832.760592,0.94538,0.01123,0.05462,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012392,-1475.522584,0.98248,0,0.01752,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012393,-3980.11645,0.85864,0.11448,0.14136,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012394,-2820.43743,0.96892,0.04001,0.03108,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012395,-755.624398,1,0.0238,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012396,-1990.2298,1,0.01671,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012398,-2862.494973,0.92853,0.24973,0.06455,1,0.00648,998.9997,0.00045,998.9997,0.0557643501425589,0.00693,nonsig_wg
ENSSHAG00000012401,-9995.557229,0.7445,0.0757,0.2555,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012402,-1840.475156,0.82212,0.05688,0.17788,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012404,-1532.678634,0.52375,0,0.47625,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012407,-3803.176943,0.7368,0.04649,0.2632,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012410,-1151.857359,0.61846,0,0.3469,1,0.02219,1,0.01245,1,1,0.03464,nonsig_wg
ENSSHAG00000012411,-4298.393563,0.52119,0,0.47881,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012417,-5712.777332,0.97766,0.03391,0.02234,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012418,-2633.100682,0.97541,0.04395,0,1,0.02459,1,0,1,1,0.02459,nonsig_wg
ENSSHAG00000012421,-2238.56275,0.49556,0.01889,0.02462,1,0.45711,1,0.02271,1,1,0.47982,nonsig_wg
ENSSHAG00000012424,-12798.033584,0.9608,0.02735,0.0392,1,0,1,0,1,0.99226434340208,0,nonsig_wg
ENSSHAG00000012425,-2719.423115,0.9863,0.02013,0.0137,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012429,-5589.675258,0.92061,0.02165,0.07939,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012435,-3381.246354,0.95736,0.01336,0.04264,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012436,-6573.041117,0.92425,0.02471,0.07575,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012437,-5577.74732,0.98651,0.03121,0.00602,1,0.00742,6.52588,5e-05,6.52588,0.0723316002177051,0.00747,nonsig_wg
ENSSHAG00000012439,-3460.308625,0.92386,0.05842,0.07056,1,0.00518,1,4e-04,1,1,0.00558,nonsig_wg
ENSSHAG00000012442,-1858.326584,1,0.04214,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012443,-1649.952093,0.91667,0.1439,0.06138,1,0.02057,14.26264,0.00138,14.26264,0.119578271165553,0.02195,nonsig_wg
ENSSHAG00000012445,-2624.968612,0.84756,0.06309,0.11945,1,0.02891,1,0.00407,1,1,0.03298,nonsig_wg
ENSSHAG00000012448,-4924.195332,0.64257,0.05723,0.35743,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012450,-2159.15085,0.80192,0.01479,0.15938,1,0.03229,1,0.00642,1,1,0.03871,nonsig_wg
ENSSHAG00000012452,-5792.122876,0.87613,0.03457,0.12387,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012453,-4748.967565,0.9367,0.05415,0.05136,1,0.01132,4.56577,0.00062,4.56577,0.217830265927995,0.01194,nonsig_wg
ENSSHAG00000012454,-2560.133528,0.97998,0.05902,0.01196,1,0.00797,1,1e-04,1,1,0.00807,nonsig_wg
ENSSHAG00000012456,-3795.758066,0.64231,0.09902,0.35769,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012457,-1707.465845,0.38026,0,0.61974,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012461,-1263.825484,0.99284,0.01226,0,1,0.00716,1,0,1,0.786437866078769,0.00716,nonsig_wg
ENSSHAG00000012462,-1721.409717,0.90267,0.04285,0.09733,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012463,-4019.633352,0.94456,0.09434,0.05544,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012468,-3349.232951,0.90167,0.05222,0.09026,1,0.00734,13.52153,0.00073,13.52153,0.306017080870357,0.00807,nonsig_wg
ENSSHAG00000012470,-1137.038919,0.84031,0.1458,0.15969,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012476,-33396.591576,0.86298,0.05188,0.13702,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012477,-10646.079784,0.99525,0.12215,0,1,0.00475,6.71451,0,6.71451,1,0.00475,nonsig_wg
ENSSHAG00000012480,-1991.344677,0.99472,0,0.00528,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012481,-2341.644555,0.74039,0.04202,0.25961,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012482,-2131.291831,0.84153,0.07691,0.15847,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012483,-6413.981675,0.90042,0.00194,0.09958,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000012487,-5524.519897,0.84935,0.00717,0.15065,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012494,-2814.504988,0.86134,0,0.13866,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012495,-2419.062763,0.74342,0.05216,0.25022,1,0.00476,15.40564,0.0016,15.40564,0.362065571837648,0.00636,nonsig_wg
ENSSHAG00000012496,-4632.689671,0.33612,0.11611,0.35667,1,0.14905,2.26693,0.15817,2.26693,0.405487653032779,0.30722,nonsig_wg
ENSSHAG00000012498,-3014.695191,0.98076,0,0.01924,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012501,-4244.937908,0.84821,0.0178,0.15179,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012508,-2744.319844,1,0.08806,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012509,-1552.560201,1,0.19885,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012511,-3088.906259,0.92078,0.02123,0.06878,1,0.00971,13.51345,0.00073,13.51345,0.0674916149585414,0.01044,nonsig_wg
ENSSHAG00000012513,-9424.816235,0.99558,0.0209,0.00442,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012515,-4768.059417,0.98329,0.03699,0.01559,1,0.0011,1,2e-05,1,1,0.00112,nonsig_wg
ENSSHAG00000012517,-3813.643825,0.94859,0.0158,0.05141,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012524,-1639.054324,0.83754,0,0.16246,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012528,-8879.939889,0.7122,0.13422,0.2878,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012529,-1547.196307,0.97297,0.01804,0.01497,1,0.01187,7.87835,0.00018,7.87835,0.201900397879075,0.01205,nonsig_wg
ENSSHAG00000012532,-2185.873713,0.6872,0.11439,0.2193,1,0.07088,1,0.02262,1,1,0.0935,nonsig_wg
ENSSHAG00000012533,-4306.759087,0.895,0.04132,0.105,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012535,-3070.642089,0.91615,0.03129,0.08385,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012536,-6614.843025,0.97882,0.01788,0.02118,1,0,1,0,1,0.99887162153116,0,nonsig_wg
ENSSHAG00000012537,-1242.711285,0.58741,0.06617,0.22444,1,0.13614,5.19129,0.05202,5.19129,0.726682026352418,0.18816,nonsig_wg
ENSSHAG00000012539,-10107.730959,0.92496,0.02877,0.06889,1,0.00572,5.93629,0.00043,5.93629,0.141251136623449,0.00615,nonsig_wg
ENSSHAG00000012546,-2312.047982,0.47497,0.04759,0.40824,1,0.06281,1,0.05398,1,1,0.11679,nonsig_wg
ENSSHAG00000012547,-1574.982415,0.97029,0.02244,0.02971,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012550,-3388.415474,0.72012,0.06023,0.2528,1,0.02004,12.29683,0.00704,12.29683,0.079435001058118,0.02708,nonsig_wg
ENSSHAG00000012553,-13314.694431,0.36497,0.04456,0.39666,1,0.11422,1,0.12414,1,1,0.23836,nonsig_wg
ENSSHAG00000012554,-2156.19792,0.98364,0,0.01636,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012559,-3430.004286,0.88247,0.02899,0.11753,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012560,-7711.689954,0.97349,0.05183,0.01214,1,0.0142,1,0.00018,1,1,0.01438,nonsig_wg
ENSSHAG00000012565,-3251.618633,0.84479,0.01554,0.11557,1,0.03487,1,0.00477,1,1,0.03964,nonsig_wg
ENSSHAG00000012567,-7610.647485,0.96643,0.03393,0.03357,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012569,-4171.903715,0.65853,0.03865,0.34147,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012574,-3942.605483,0.95274,0.01861,0.04726,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012576,-3918.057912,0.90581,0.01575,0.09419,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012581,-1623.986702,0.87276,0.00708,0.12724,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012585,-2887.691325,0.92784,0.02008,0.07216,1,0,1,0,1,0.996257603389002,0,nonsig_wg
ENSSHAG00000012597,-3123.974076,0.97832,0.0439,0.00954,1,0.01203,1,0.00012,1,1,0.01215,nonsig_wg
ENSSHAG00000012599,-3417.512197,0.77111,0.02342,0.18262,1,0.03741,2.66624,0.00886,2.66624,0.480292977210463,0.04627,nonsig_wg
ENSSHAG00000012600,-2134.732965,1,0.01068,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012603,-10230.532652,0.85416,0.03288,0.14583,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000012604,-4535.040378,0.74737,0.07497,0.22114,1,0.0243,5.78082,0.00719,5.78082,0.0786489505877546,0.03149,nonsig_wg
ENSSHAG00000012605,-1600.019669,0.82243,0.14775,0,1,0.17757,2.1962,0,2.1962,0.366898493782569,0.17757,nonsig_wg
ENSSHAG00000012606,-6066.884519,0.97013,0.07927,0.02987,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012609,-10788.950478,0.97236,0.01427,0.02764,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012612,-2769.406912,0.82037,0.07193,0.16867,1,0.00909,1,0.00187,1,1,0.01096,nonsig_wg
ENSSHAG00000012615,-4420.688313,0.5803,0,0.38578,1,0.02038,1,0.01355,1,1,0.03393,nonsig_wg
ENSSHAG00000012617,-10150.124796,0.95042,0.02501,0.04958,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012620,-3360.453804,0.76139,0.05634,0.20174,1,0.02915,1,0.00772,1,1,0.03687,nonsig_wg
ENSSHAG00000012621,-1702.319363,0.57267,0.06209,0.42733,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012622,-5474.629843,0.57011,0.05999,0.42989,1,0,1,0,1,0.997743244549384,0,nonsig_wg
ENSSHAG00000012626,-4984.087537,0.95482,0.03521,0.03689,1,0.00799,1,0.00031,1,1,0.0083,nonsig_wg
ENSSHAG00000012631,-3306.583749,0.66037,0,0.3312,1,0.00562,1,0.00282,1,1,0.00844,nonsig_wg
ENSSHAG00000012634,-3817.468147,0.9522,0.01758,0.0478,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012636,-3543.526828,0.84422,0.06289,0.12669,1,0.0253,1,0.0038,1,1,0.0291,nonsig_wg
ENSSHAG00000012638,-3264.196855,0.82682,0,0.1692,1,0.00331,13.47974,0.00068,13.47974,0.434195786122417,0.00399,nonsig_wg
ENSSHAG00000012641,-20967.600982,0.89445,0.03946,0.09408,1,0.01038,1,0.00109,1,1,0.01147,nonsig_wg
ENSSHAG00000012644,-4101.48524,0.48829,0.13015,0.24797,1,0.17492,1,0.08883,1,1,0.26375,nonsig_wg
ENSSHAG00000012646,-3135.400331,0.74208,0.03462,0.25792,1,0,1,0,1,0.977805032125465,0,nonsig_wg
ENSSHAG00000012647,-1010.077156,0.77063,0,0.14929,1,0.06709,1,0.013,1,1,0.08009,nonsig_wg
ENSSHAG00000012648,-6306.259049,0.90331,0.01447,0.09669,1,0,1,0,1,0.997236052283244,0,nonsig_wg
ENSSHAG00000012649,-20900.829995,0.80388,0.04316,0.17246,1,0.01948,1,0.00418,1,1,0.02366,nonsig_wg
ENSSHAG00000012651,-4029.676797,0.89447,0.02774,0.10553,1,0,4.07775,0,4.07775,0.998404232034963,0,nonsig_wg
ENSSHAG00000012652,-3063.016476,1,0.0218,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012653,-1857.801329,0.71714,0.06134,0.28286,1,0,1,0,1,0.998871621146314,0,nonsig_wg
ENSSHAG00000012655,-1807.888899,1,0.02597,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012659,-2248.246443,0.30666,0.02163,0.38998,1,0.13354,1,0.16982,1,1,0.30336,nonsig_wg
ENSSHAG00000012663,-14593.924414,0.99709,0.01221,0.00291,1,0,1,0,1,0.976200345688121,0,nonsig_wg
ENSSHAG00000012665,-3448.377481,0.95,0.01493,0,1,0.05,1,0,1,1,0.05,nonsig_wg
ENSSHAG00000012672,-1359.60768,1,0.01135,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012679,-3756.810928,0.7938,0.07868,0.2062,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012681,-3164.108441,0.93683,0.05074,0.0496,1,0.01289,1,0.00068,1,1,0.01357,nonsig_wg
ENSSHAG00000012682,-3863.676347,0.70423,0.06812,0.29577,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012691,-7705.754063,0.68599,0.01828,0.24096,1,0.05406,1,0.01899,1,1,0.07305,nonsig_wg
ENSSHAG00000012695,-4632.678022,0.90164,0.06009,0.08495,1,0.01225,1,0.00115,1,0.759532500103576,0.0134,nonsig_wg
ENSSHAG00000012696,-2110.573803,0.9857,0.01728,0.00566,1,0.00859,1,5e-05,1,1,0.00864,nonsig_wg
ENSSHAG00000012697,-2891.722951,1,0.03702,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012698,-3231.495231,0.77245,0.06687,0.22755,1,0,1,0,1,0.99447213783837,0,nonsig_wg
ENSSHAG00000012699,-2174.558204,0.30124,0.07414,0.5918,1,0.03608,1,0.07088,1,1,0.10696,nonsig_wg
ENSSHAG00000012701,-9131.693792,0.93947,0.03013,0.06053,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012704,-6354.268543,0.97158,0.02058,0.02842,1,0,1,0,1,0.995931588707587,0,nonsig_wg
ENSSHAG00000012707,-4379.276793,0.86371,0.04104,0.13629,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012709,-4359.124317,0.67831,0,0.32169,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012712,-14539.557314,0.83017,0.04791,0.1698,1,3e-05,1,1e-05,1,1,4e-05,nonsig_wg
ENSSHAG00000012713,-871.202916,0.89548,0.02868,0.04085,1,0.06089,1,0.00278,1,1,0.06367,nonsig_wg
ENSSHAG00000012715,-3089.71266,0.98036,0.03518,0.01964,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012729,-2103.861045,1,0.1297,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012732,-3540.19497,0.85418,0.09929,0.14582,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012734,-2158.528895,0.77947,0.01553,0.22053,1,0,1,0,1,0.998871621274596,0,nonsig_wg
ENSSHAG00000012736,-2635.237101,0.89447,0,0.10553,1,0,1,0,1,0.998871621274596,0,nonsig_wg
ENSSHAG00000012738,-2881.730909,0.96849,0.02101,0.03151,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012741,-1296.813686,1,0.02147,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012744,-5804.639056,0.73417,0.03305,0.26583,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012745,-1338.25532,0.49025,0.11598,0.50975,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012747,-1758.333469,1,0.15362,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012749,-5047.507806,0.72156,0.07559,0.27844,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012750,-2486.320199,1,0.01611,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012752,-1701.457353,0.98699,0.03403,0.01301,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012758,-2310.939595,0.53444,0,0.44429,1,0.01162,1,0.00966,1,1,0.02128,nonsig_wg
ENSSHAG00000012761,-3921.510458,0.71026,0.0049,0.28974,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012764,-2834.931745,0.7783,0.03521,0.2217,1,0,1,0,1,0.995347599831139,0,nonsig_wg
ENSSHAG00000012766,-7952.273389,0.98165,0.0278,0.01337,1,0.00491,4.13104,7e-05,4.13104,0.340674884312058,0.00498,nonsig_wg
ENSSHAG00000012770,-5335.275573,0.86667,0.01884,0.06449,1,0.06407,1,0.00477,1,0.69837295314469,0.06884,nonsig_wg
ENSSHAG00000012772,-4924.552796,0.92916,0.01929,0.07084,1,0,1,0,1,0.998871621018033,0,nonsig_wg
ENSSHAG00000012776,-3163.594607,0.73136,0.0104,0.26864,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012778,-4254.885161,0.8928,0.00447,0.1016,1,0.00503,34.69464,0.00057,34.69464,0.0731698937399994,0.0056,nonsig_wg
ENSSHAG00000012779,-3525.139288,0.79702,0.0428,0.151,1,0.0437,1.24335,0.00828,1.24335,0.904377586026994,0.05198,nonsig_wg
ENSSHAG00000012781,-1340.525832,1,0.01332,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012783,-4872.01332,0.94922,0.03939,0.05078,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012795,-2694.84741,0.77791,0.02494,0.22209,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012796,-3478.041104,1,0.17643,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012797,-3634.746091,0.82178,0.04744,0.17822,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012799,-3440.567078,0.89339,0.02323,0.05222,1,0.05139,1,0.003,1,1,0.05439,nonsig_wg
ENSSHAG00000012801,-3590.776759,0.59029,0,0.30979,1,0.06553,1,0.03439,1,1,0.09992,nonsig_wg
ENSSHAG00000012805,-1808.050116,0.99611,0.00705,0,1,0.00389,1,0,1,1,0.00389,nonsig_wg
ENSSHAG00000012809,-3100.732045,0.76931,0.05171,0.07478,1,0.14209,1,0.01381,1,1,0.1559,nonsig_wg
ENSSHAG00000012810,-3941.255501,0.90085,0.09335,0.09425,1,0.00443,1,0.00046,1,1,0.00489,nonsig_wg
ENSSHAG00000012811,-2520.65565,0.89828,0.00984,0.10172,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012812,-3189.914986,0.72891,0.03913,0.23487,1,0.02739,1,0.00883,1,1,0.03622,nonsig_wg
ENSSHAG00000012813,-1999.687284,0.82555,0.03505,0.06468,1,0.10179,1,0.00798,1,1,0.10977,nonsig_wg
ENSSHAG00000012814,-4332.249042,0.90736,0.03654,0.07157,1,0.01954,2.46632,0.00154,2.46632,0.476305660859417,0.02108,nonsig_wg
ENSSHAG00000012817,-1757.501228,0.9928,0.11725,0,1,0.0072,10.64138,0,10.64138,0.130808096435342,0.0072,nonsig_wg
ENSSHAG00000012819,-15222.204528,0.74155,0.03936,0.25845,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012820,-6746.945755,1,0.06415,0,1,0,1,0,1,1,0,nonsig_wg
ENSSHAG00000012825,-1295.409318,1,0.02128,0,1,0,1,0,1,1,0,nonsig_wg
